           2          36  -32.1759987      -71.8119965      0.720063150     l, k, lat, lon, s
           3          57  -32.1399994      -72.2399979      0.795992792     l, k, lat, lon, s
          23          17  -31.8129997      -71.4029999      0.691655874     l, k, lat, lon, s
          23          59  -31.7779999      -72.2590027      0.757197917     l, k, lat, lon, s
          25          21  -31.7740002      -71.4830017      0.780279577     l, k, lat, lon, s
          25          59  -31.7420006      -72.2570038      0.591343760     l, k, lat, lon, s
          32          40  -31.6320000      -71.8629990      0.880590677     l, k, lat, lon, s
          33          42  -31.6119995      -71.9029999      0.741390109     l, k, lat, lon, s
          44          35  -31.4200001      -71.7490005      0.636490643     l, k, lat, lon, s
          45          62  -31.3789997      -72.2959976      0.675035775     l, k, lat, lon, s
          60          66  -31.1049995      -72.3610001      0.930349648     l, k, lat, lon, s
          63          15  -31.0930004      -71.3259964      0.731996775     l, k, lat, lon, s
          83          43  -30.7110004      -71.8720016      0.863384068     l, k, lat, lon, s
         106          59  -30.2819996      -72.1699982      0.745835185     l, k, lat, lon, s
         108           4  -30.2900009      -71.0650024      0.872408986     l, k, lat, lon, s
         108          42  -30.2609997      -71.8270035      0.795815945     l, k, lat, lon, s
         114          61  -30.1359997      -72.2009964      0.899447978     l, k, lat, lon, s
         119          16  -30.0830002      -71.2959976      0.830929637     l, k, lat, lon, s
         119          68  -30.0400009      -72.3359985      0.795235932     l, k, lat, lon, s
         120          51  -30.0370007      -71.9950027      0.867569983     l, k, lat, lon, s
