           3          12  -32.1769981      -71.3199997      0.839604616     l, k, lat, lon, s
           6          20  -32.1170006      -71.4810028      0.947710693     l, k, lat, lon, s
          18           5  -31.9120007      -71.1630020      0.790317714     l, k, lat, lon, s
          20          27  -31.8589993      -71.6100006      0.761366427     l, k, lat, lon, s
          21          53  -31.8190002      -72.1389999      0.729462564     l, k, lat, lon, s
          23          34  -31.7989998      -71.7500000      0.771995068     l, k, lat, lon, s
          35          47  -31.5720005      -72.0019989      0.718843758     l, k, lat, lon, s
          38          57  -31.5090008      -72.2020035      0.895694256     l, k, lat, lon, s
          57          10  -31.2049999      -71.2300034      0.837210655     l, k, lat, lon, s
          59           7  -31.1709995      -71.1679993      0.925011396     l, k, lat, lon, s
          65           1  -31.0680008      -71.0410004      0.736257851     l, k, lat, lon, s
          67          34  -31.0060005      -71.7060013      0.578158081     l, k, lat, lon, s
          67          63  -30.9810009      -72.2919998      0.855352104     l, k, lat, lon, s
          68          49  -30.9759998      -72.0080032      0.739374220     l, k, lat, lon, s
          84          69  -30.6700001      -72.3949966      0.711519301     l, k, lat, lon, s
          91          59  -30.5529995      -72.1859970      0.555343211     l, k, lat, lon, s
          93          30  -30.5410004      -71.6009979      0.876800954     l, k, lat, lon, s
          95          54  -30.4850006      -72.0810013      0.727753699     l, k, lat, lon, s
          98          59  -30.4260006      -72.1780014      0.836152971     l, k, lat, lon, s
         106          42  -30.2970009      -71.8290024      0.821377575     l, k, lat, lon, s
