           2          36  -32.1759987      -71.8119965      0.970445275     l, k, lat, lon, s
          17          57  -31.8869991      -72.2249985      0.939388573     l, k, lat, lon, s
          18          10  -31.9080009      -71.2649994      0.871101797     l, k, lat, lon, s
          23          17  -31.8129997      -71.4029999      0.851475596     l, k, lat, lon, s
          23          59  -31.7779999      -72.2590027      0.508800507     l, k, lat, lon, s
          25          59  -31.7420006      -72.2570038      0.650625944     l, k, lat, lon, s
          44          35  -31.4200001      -71.7490005      0.862167895     l, k, lat, lon, s
          45          22  -31.4120007      -71.4850006      0.962093174     l, k, lat, lon, s
          47          38  -31.3630009      -71.8069992      0.902388632     l, k, lat, lon, s
          60          66  -31.1049995      -72.3610001      0.650256097     l, k, lat, lon, s
          65           8  -31.0629997      -71.1829987      0.756645560     l, k, lat, lon, s
          65          35  -31.0419998      -71.7289963      0.790483952     l, k, lat, lon, s
          67          42  -31.0000000      -71.8679962      0.923398852     l, k, lat, lon, s
          75          56  -30.8439999      -72.1419983       1.00000000     l, k, lat, lon, s
          83          43  -30.7110004      -71.8720016      0.870393157     l, k, lat, lon, s
          85          14  -30.6980000      -71.2860031      0.662363708     l, k, lat, lon, s
         100          66  -30.3840008      -72.3170013      0.773885250     l, k, lat, lon, s
         114          61  -30.1359997      -72.2009964      0.965850651     l, k, lat, lon, s
         119          16  -30.0830002      -71.2959976      0.868403971     l, k, lat, lon, s
         120          51  -30.0370007      -71.9950027      0.973005354     l, k, lat, lon, s
