          20          63  -31.8279991      -72.3440018      0.603352726     l, k, lat, lon, s
          23          28  -31.8040009      -71.6279984      0.553240955     l, k, lat, lon, s
          24          57  -31.7609997      -72.2170029      0.566928983     l, k, lat, lon, s
          26          21  -31.7560005      -71.4820023      0.616865039     l, k, lat, lon, s
          27          64  -31.7010002      -72.3570023      0.624230385     l, k, lat, lon, s
          28          17  -31.7229996      -71.3990021      0.612194479     l, k, lat, lon, s
          40          43  -31.4850006      -71.9160004      0.605814576     l, k, lat, lon, s
          40          54  -31.4759998      -72.1389999      0.662602186     l, k, lat, lon, s
          57          46  -31.1770000      -71.9589996      0.551140666     l, k, lat, lon, s
          61          27  -31.1200008      -71.5709991      0.591783524     l, k, lat, lon, s
          65          35  -31.0419998      -71.7289963      0.540250242     l, k, lat, lon, s
          68          37  -30.9860001      -71.7659988       1.00000000     l, k, lat, lon, s
          68          38  -30.9850006      -71.7860031      0.997690916     l, k, lat, lon, s
          82          38  -30.7329998      -71.7720032      0.615275621     l, k, lat, lon, s
          89          47  -30.5990009      -71.9469986      0.607950211     l, k, lat, lon, s
          89          53  -30.5939999      -72.0670013      0.520608187     l, k, lat, lon, s
          95          45  -30.4930000      -71.9000015      0.568031132     l, k, lat, lon, s
          97          17  -30.4790001      -71.3359985      0.587724566     l, k, lat, lon, s
         101          42  -30.3869991      -71.8339996      0.581073046     l, k, lat, lon, s
         110          47  -30.2210007      -71.9250031      0.579445779     l, k, lat, lon, s
