          13          25  -31.9869995      -71.5759964      0.706583858     l, k, lat, lon, s
          18          50  -31.8759995      -72.0810013      0.887651265     l, k, lat, lon, s
          24          36  -31.7789993      -71.7900009      0.763934255     l, k, lat, lon, s
          25          52  -31.7479992      -72.1149979      0.818776250     l, k, lat, lon, s
          30           8  -31.6930008      -71.2139969      0.765767753     l, k, lat, lon, s
          35          66  -31.5550003      -72.3880005      0.974038661     l, k, lat, lon, s
          45          39  -31.3990002      -71.8300018      0.693193972     l, k, lat, lon, s
          50           6  -31.3339996      -71.1549988      0.591766417     l, k, lat, lon, s
          51          63  -31.2700005      -72.3099976      0.980992794     l, k, lat, lon, s
          52          36  -31.2749996      -71.7620010      0.707426548     l, k, lat, lon, s
          56          33  -31.2049999      -71.6969986      0.771078467     l, k, lat, lon, s
          59           4  -31.1739998      -71.1070023      0.847121119     l, k, lat, lon, s
          77          48  -30.8139992      -71.9789963      0.885450840     l, k, lat, lon, s
          78          62  -30.7840004      -72.2600021      0.670931160     l, k, lat, lon, s
          86          23  -30.6730003      -71.4660034      0.616205752     l, k, lat, lon, s
          89          50  -30.5970001      -72.0070038      0.732301533     l, k, lat, lon, s
         115          48  -30.1299992      -71.9400024      0.792403996     l, k, lat, lon, s
         118          51  -30.0730000      -71.9970016      0.681553304     l, k, lat, lon, s
         119          37  -30.0669994      -71.7160034      0.468168736     l, k, lat, lon, s
         120          37  -30.0489998      -71.7149963      0.331048816     l, k, lat, lon, s
