           4          25  -32.1489983      -71.5849991      0.770226419     l, k, lat, lon, s
          10          59  -32.0120010      -72.2740021      0.619437873     l, k, lat, lon, s
          11          20  -32.0270004      -71.4759979      0.901677847     l, k, lat, lon, s
          11          52  -32.0000000      -72.1299973      0.600449502     l, k, lat, lon, s
          26          45  -31.7360001      -71.9710007      0.702883363     l, k, lat, lon, s
          29          47  -31.6800003      -72.0090027      0.798319995     l, k, lat, lon, s
          40          48  -31.4810009      -72.0169983      0.604064167     l, k, lat, lon, s
          42          38  -31.4540005      -71.8119965      0.874217451     l, k, lat, lon, s
          49          22  -31.3400002      -71.4810028      0.946027577     l, k, lat, lon, s
          55          46  -31.2129993      -71.9609985      0.834356725     l, k, lat, lon, s
          61          65  -31.0879993      -72.3389969      0.982606769     l, k, lat, lon, s
          72          30  -30.9190006      -71.6210022      0.890630484     l, k, lat, lon, s
          75          16  -30.8759995      -71.3349991      0.690031707     l, k, lat, lon, s
          78          21  -30.8180008      -71.4339981      0.852913260     l, k, lat, lon, s
          84          47  -30.6889992      -71.9520035      0.820620358     l, k, lat, lon, s
          86          46  -30.6539993      -71.9290009      0.788122833     l, k, lat, lon, s
          88          51  -30.6140003      -72.0279999      0.915139258     l, k, lat, lon, s
          89          30  -30.6130009      -71.6050034      0.691854775     l, k, lat, lon, s
         105          60  -30.2989998      -72.1910019      0.888544858     l, k, lat, lon, s
         111          40  -30.2089996      -71.7839966      0.993569195     l, k, lat, lon, s
