          14          41  -31.9549999      -71.9020004      0.653848231     l, k, lat, lon, s
          14          49  -31.9489994      -72.0650024      0.770111382     l, k, lat, lon, s
          16           3  -31.9489994      -71.1240005      0.682846010     l, k, lat, lon, s
          16          58  -31.9050007      -72.2470016      0.815947473     l, k, lat, lon, s
          20          34  -31.8530006      -71.7529984      0.708342969     l, k, lat, lon, s
          29          11  -31.7089996      -71.2760010      0.761785626     l, k, lat, lon, s
          34          32  -31.6030006      -71.6979980      0.729062736     l, k, lat, lon, s
          41          32  -31.4759998      -71.6910019      0.749487877     l, k, lat, lon, s
          45          47  -31.3920002      -71.9919968      0.949753225     l, k, lat, lon, s
          45          70  -31.3710003      -72.4580002      0.546522260     l, k, lat, lon, s
          75          46  -30.8519993      -71.9410019      0.790334225     l, k, lat, lon, s
          84          23  -30.7089996      -71.4680023      0.526646733     l, k, lat, lon, s
          94           7  -30.5410004      -71.1370010      0.730315506     l, k, lat, lon, s
         100          15  -30.4260006      -71.2929993      0.802933395     l, k, lat, lon, s
         102          68  -30.3460007      -72.3550034      0.692176402     l, k, lat, lon, s
         113          30  -30.1809998      -71.5820007      0.711726189     l, k, lat, lon, s
         117          27  -30.1110001      -71.5179977      0.820651233     l, k, lat, lon, s
         118          10  -30.1060009      -71.1770020      0.806316912     l, k, lat, lon, s
         119          28  -30.0739994      -71.5360031      0.833319545     l, k, lat, lon, s
         120          59  -30.0300007      -72.1549988      0.860590339     l, k, lat, lon, s
