          18          28  -31.8939991      -71.6330032      0.712293983     l, k, lat, lon, s
          19          57  -31.8509998      -72.2229996      0.638951063     l, k, lat, lon, s
          29          60  -31.6690006      -72.2730026      0.701051772     l, k, lat, lon, s
          36          63  -31.5400009      -72.3259964      0.947820485     l, k, lat, lon, s
          39          53  -31.4950008      -72.1200027      0.695352733     l, k, lat, lon, s
          42          24  -31.4650002      -71.5279999      0.643633485     l, k, lat, lon, s
          54          23  -31.2490005      -71.4960022      0.526611567     l, k, lat, lon, s
          56          26  -31.2110004      -71.5550003      0.636966825     l, k, lat, lon, s
          63          33  -31.0790005      -71.6900024      0.727846682     l, k, lat, lon, s
          65          13  -31.0590000      -71.2839966      0.712893426     l, k, lat, lon, s
          77          31  -30.8290005      -71.6360016      0.753794491     l, k, lat, lon, s
          88          39  -30.6240005      -71.7870026      0.780588567     l, k, lat, lon, s
          88          45  -30.6189995      -71.9069977      0.816935360     l, k, lat, lon, s
          93          40  -30.5330009      -71.8020020       1.00000000     l, k, lat, lon, s
          94          30  -30.5230007      -71.5999985      0.809130311     l, k, lat, lon, s
         103          30  -30.3610001      -71.5910034      0.811469913     l, k, lat, lon, s
         105          65  -30.2950001      -72.2910004      0.843551815     l, k, lat, lon, s
         108           4  -30.2900009      -71.0650024      0.825476468     l, k, lat, lon, s
         114          10  -30.1779995      -71.1800003      0.742431164     l, k, lat, lon, s
         118           4  -30.1100006      -71.0559998      0.745934963     l, k, lat, lon, s
