           1          54  -32.1780014      -72.1809998      0.760429978     l, k, lat, lon, s
           6          17  -32.1189995      -71.4189987      0.707928836     l, k, lat, lon, s
           8          32  -32.0709991      -71.7239990      0.628525317     l, k, lat, lon, s
          17          48  -31.8950005      -72.0419998      0.715477645     l, k, lat, lon, s
          18          15  -31.9039993      -71.3669968      0.720355809     l, k, lat, lon, s
          18          45  -31.8799992      -71.9789963      0.722554982     l, k, lat, lon, s
          20          71  -31.8209991      -72.5070038      0.993513942     l, k, lat, lon, s
          24          50  -31.7679996      -72.0749969      0.801375389     l, k, lat, lon, s
          42          14  -31.4729996      -71.3249969      0.775577068     l, k, lat, lon, s
          47          16  -31.3810005      -71.3610001      0.896154761     l, k, lat, lon, s
          49          45  -31.3209991      -71.9469986      0.722606957     l, k, lat, lon, s
          51          48  -31.2830009      -72.0059967      0.623932838     l, k, lat, lon, s
          69          39  -30.9659996      -71.8050003      0.821030259     l, k, lat, lon, s
          70          23  -30.9610004      -71.4810028      0.715543091     l, k, lat, lon, s
          84          27  -30.7059994      -71.5490036      0.826457500     l, k, lat, lon, s
          86          49  -30.6509991      -71.9899979      0.757172585     l, k, lat, lon, s
          97          26  -30.4720001      -71.5169983      0.812443137     l, k, lat, lon, s
         106           8  -30.3239994      -71.1470032      0.729864657     l, k, lat, lon, s
         106          56  -30.2849998      -72.1100006      0.614240348     l, k, lat, lon, s
         115          20  -30.1520004      -71.3789978      0.767803848     l, k, lat, lon, s
