          13          46  -31.9689999      -72.0049973      0.795581877     l, k, lat, lon, s
          17          34  -31.9069996      -71.7559967      0.812414944     l, k, lat, lon, s
          26           3  -31.7689991      -71.1149979      0.927508950     l, k, lat, lon, s
          30          10  -31.6919994      -71.2539978      0.750253201     l, k, lat, lon, s
          45          58  -31.3820000      -72.2149963      0.828672230     l, k, lat, lon, s
          46          37  -31.3820000      -71.7880020      0.774951577     l, k, lat, lon, s
          46          44  -31.3759995      -71.9300003      0.856858969     l, k, lat, lon, s
          51          21  -31.3050003      -71.4589996      0.760167420     l, k, lat, lon, s
          65           4  -31.0650005      -71.1019974      0.825396061     l, k, lat, lon, s
          67          10  -31.0249996      -71.2210007      0.936947703     l, k, lat, lon, s
          67          42  -31.0000000      -71.8679962      0.901713848     l, k, lat, lon, s
          76          27  -30.8500004      -71.5559998      0.840727806     l, k, lat, lon, s
          77          15  -30.8409996      -71.3130035      0.750508726     l, k, lat, lon, s
          93          18  -30.5499992      -71.3590012      0.928750455     l, k, lat, lon, s
          98          31  -30.4500008      -71.6159973      0.975107253     l, k, lat, lon, s
         100          48  -30.3999996      -71.9550018       1.00000000     l, k, lat, lon, s
         101           3  -30.4169998      -71.0510025      0.855241835     l, k, lat, lon, s
         105          66  -30.2940006      -72.3109970      0.801564455     l, k, lat, lon, s
         117           6  -30.1270008      -71.0970001      0.792298853     l, k, lat, lon, s
         120          42  -30.0450001      -71.8150024      0.733138204     l, k, lat, lon, s
