           7          71  -32.0550003      -72.5220032      0.698439300     l, k, lat, lon, s
           8           4  -32.0929985      -71.1520004      0.737828255     l, k, lat, lon, s
           8          44  -32.0610008      -71.9690018      0.859707952     l, k, lat, lon, s
          11          30  -32.0190010      -71.6800003      0.838529944     l, k, lat, lon, s
          13          27  -31.9850006      -71.6169968      0.734075367     l, k, lat, lon, s
          23          63  -31.7740002      -72.3410034      0.723584533     l, k, lat, lon, s
          25          27  -31.7689991      -71.6050034      0.778247654     l, k, lat, lon, s
          30          58  -31.6520004      -72.2310028      0.773447812     l, k, lat, lon, s
          31          59  -31.6329994      -72.2509995      0.453032315     l, k, lat, lon, s
          45          37  -31.3999996      -71.7890015      0.770171762     l, k, lat, lon, s
          48           4  -31.3719997      -71.1169968      0.793567359     l, k, lat, lon, s
          49          62  -31.3069992      -72.2919998      0.944400370     l, k, lat, lon, s
          53          33  -31.2590008      -71.6999969      0.855033517     l, k, lat, lon, s
          53          58  -31.2380009      -72.2060013      0.900769532     l, k, lat, lon, s
          54          59  -31.2189999      -72.2259979      0.822051287     l, k, lat, lon, s
          55          59  -31.2010002      -72.2239990      0.752234817     l, k, lat, lon, s
          63          62  -31.0540009      -72.2760010      0.801631212     l, k, lat, lon, s
          78          53  -30.7919998      -72.0790024      0.770834446     l, k, lat, lon, s
          84          11  -30.7180004      -71.2269974      0.770889759     l, k, lat, lon, s
         110          52  -30.2159996      -72.0250015      0.793326676     l, k, lat, lon, s
