          21          48  -31.8230000      -72.0370026      0.817191482     l, k, lat, lon, s
          30          63  -31.6480007      -72.3330002      0.580079079     l, k, lat, lon, s
          35          69  -31.5520000      -72.4489975      0.975158453     l, k, lat, lon, s
          38          10  -31.5480003      -71.2470016      0.835377455     l, k, lat, lon, s
          42          60  -31.4340000      -72.2590027      0.847909570     l, k, lat, lon, s
          44          46  -31.4109993      -71.9729996      0.789090693     l, k, lat, lon, s
          47          62  -31.3430004      -72.2939987       1.00000000     l, k, lat, lon, s
          48           9  -31.3680000      -71.2180023      0.642265022     l, k, lat, lon, s
          50          42  -31.3059998      -71.8850021      0.724026918     l, k, lat, lon, s
          56          34  -31.2049999      -71.7170029      0.821399391     l, k, lat, lon, s
          62           3  -31.1200008      -71.0839996      0.728482425     l, k, lat, lon, s
          75          19  -30.8740005      -71.3960037      0.804766357     l, k, lat, lon, s
          78          38  -30.8050003      -71.7760010      0.836907983     l, k, lat, lon, s
          79          20  -30.8010006      -71.4120026      0.727978408     l, k, lat, lon, s
          87          16  -30.6599998      -71.3249969      0.748689890     l, k, lat, lon, s
          89          50  -30.5970001      -72.0070038      0.638721883     l, k, lat, lon, s
          92          46  -30.5459995      -71.9229965      0.722662568     l, k, lat, lon, s
         100          11  -30.4290009      -71.2119980      0.788927853     l, k, lat, lon, s
         104          69  -30.3090000      -72.3730011      0.833182395     l, k, lat, lon, s
         120          38  -30.0480003      -71.7350006      0.797994256     l, k, lat, lon, s
