           3          55  -32.1409988      -72.1989975      0.831303954     l, k, lat, lon, s
           8          27  -32.0750008      -71.6220016      0.845186651     l, k, lat, lon, s
          12          69  -31.9669991      -72.4749985      0.799879491     l, k, lat, lon, s
          37          16  -31.5610008      -71.3700027      0.803297520     l, k, lat, lon, s
          38          10  -31.5480003      -71.2470016      0.823912680     l, k, lat, lon, s
          41          24  -31.4829998      -71.5289993       1.00000000     l, k, lat, lon, s
          42          40  -31.4519997      -71.8529968      0.975936651     l, k, lat, lon, s
          42          60  -31.4340000      -72.2590027      0.978602052     l, k, lat, lon, s
          44          46  -31.4109993      -71.9729996      0.853622794     l, k, lat, lon, s
          47          62  -31.3430004      -72.2939987      0.850666642     l, k, lat, lon, s
          48           9  -31.3680000      -71.2180023      0.782552361     l, k, lat, lon, s
          50          42  -31.3059998      -71.8850021      0.776256204     l, k, lat, lon, s
          56          34  -31.2049999      -71.7170029      0.950777411     l, k, lat, lon, s
          56          53  -31.1879997      -72.1019974      0.953478634     l, k, lat, lon, s
          75          19  -30.8740005      -71.3960037      0.849400163     l, k, lat, lon, s
          79          20  -30.8010006      -71.4120026      0.730407298     l, k, lat, lon, s
         100          11  -30.4290009      -71.2119980      0.815009415     l, k, lat, lon, s
         100          29  -30.4160004      -71.5739975      0.827774584     l, k, lat, lon, s
         110          51  -30.2169991      -72.0049973      0.945204258     l, k, lat, lon, s
         111          21  -30.2240009      -71.4029999      0.912245452     l, k, lat, lon, s
