           7          14  -32.1030006      -71.3570023      0.717361331     l, k, lat, lon, s
          27          31  -31.7299995      -71.6849976      0.712676525     l, k, lat, lon, s
          30          26  -31.6800003      -71.5800018      0.660717487     l, k, lat, lon, s
          38          26  -31.5349998      -71.5719986      0.853879154     l, k, lat, lon, s
          39           3  -31.5349998      -71.1039963      0.831802487     l, k, lat, lon, s
          47           3  -31.3910007      -71.0970001      0.767809391     l, k, lat, lon, s
          50          28  -31.3180008      -71.6019974      0.969922543     l, k, lat, lon, s
          52           1  -31.3020000      -71.0520020      0.689802170     l, k, lat, lon, s
          52          22  -31.2859993      -71.4779968      0.999701738     l, k, lat, lon, s
          53          19  -31.2709999      -71.4160004      0.975482106     l, k, lat, lon, s
          68          23  -30.9969997      -71.4830017      0.953814566     l, k, lat, lon, s
          89          25  -30.6170006      -71.5039978       1.00000000     l, k, lat, lon, s
          89          53  -30.5939999      -72.0670013      0.873355806     l, k, lat, lon, s
          91          20  -30.5849991      -71.4010010      0.823692739     l, k, lat, lon, s
          97          52  -30.4510002      -72.0390015      0.782609642     l, k, lat, lon, s
          99          31  -30.4319992      -71.6149979      0.975787222     l, k, lat, lon, s
         102          32  -30.3770008      -71.6320038      0.920951605     l, k, lat, lon, s
         105          64  -30.2959995      -72.2710037      0.873794854     l, k, lat, lon, s
         106          56  -30.2849998      -72.1100006      0.849718273     l, k, lat, lon, s
         107          25  -30.2929993      -71.4869995      0.823139489     l, k, lat, lon, s
