          20          63  -31.8279991      -72.3440018      0.661471963     l, k, lat, lon, s
          23          28  -31.8040009      -71.6279984      0.475058138     l, k, lat, lon, s
          24          57  -31.7609997      -72.2170029      0.553786576     l, k, lat, lon, s
          26          21  -31.7560005      -71.4820023      0.542606890     l, k, lat, lon, s
          27          64  -31.7010002      -72.3570023      0.607656956     l, k, lat, lon, s
          28          17  -31.7229996      -71.3990021      0.499223351     l, k, lat, lon, s
          40          43  -31.4850006      -71.9160004      0.554060161     l, k, lat, lon, s
          40          54  -31.4759998      -72.1389999      0.603721380     l, k, lat, lon, s
          57          46  -31.1770000      -71.9589996      0.597289979     l, k, lat, lon, s
          61          27  -31.1200008      -71.5709991      0.504519999     l, k, lat, lon, s
          65          35  -31.0419998      -71.7289963      0.542270660     l, k, lat, lon, s
          68          37  -30.9860001      -71.7659988       1.00000000     l, k, lat, lon, s
          68          38  -30.9850006      -71.7860031      0.986675858     l, k, lat, lon, s
          82          38  -30.7329998      -71.7720032      0.518155277     l, k, lat, lon, s
          89          47  -30.5990009      -71.9469986      0.461920172     l, k, lat, lon, s
          89          53  -30.5939999      -72.0670013      0.471299887     l, k, lat, lon, s
          95          45  -30.4930000      -71.9000015      0.505062222     l, k, lat, lon, s
          97          17  -30.4790001      -71.3359985      0.489983797     l, k, lat, lon, s
         101          42  -30.3869991      -71.8339996      0.482269734     l, k, lat, lon, s
         110          47  -30.2210007      -71.9250031      0.495679259     l, k, lat, lon, s
