          27          31  -31.7299995      -71.6849976      0.716615140     l, k, lat, lon, s
          30          26  -31.6800003      -71.5800018      0.613042176     l, k, lat, lon, s
          39           3  -31.5349998      -71.1039963      0.785243571     l, k, lat, lon, s
          40          12  -31.5100002      -71.2860031      0.804208398     l, k, lat, lon, s
          42          25  -31.4640007      -71.5479965      0.841134787     l, k, lat, lon, s
          47           3  -31.3910007      -71.0970001      0.767310381     l, k, lat, lon, s
          47          70  -31.3349991      -72.4560013       1.00000000     l, k, lat, lon, s
          52           1  -31.3020000      -71.0520020      0.748317063     l, k, lat, lon, s
          54          67  -31.2119999      -72.3880005      0.745936334     l, k, lat, lon, s
          68          23  -30.9969997      -71.4830017      0.833678007     l, k, lat, lon, s
          86          50  -30.6509991      -72.0100021      0.962591171     l, k, lat, lon, s
          88           8  -30.6480007      -71.1630020      0.746729016     l, k, lat, lon, s
          88          29  -30.6320000      -71.5849991      0.904669821     l, k, lat, lon, s
          89          53  -30.5939999      -72.0670013      0.848155499     l, k, lat, lon, s
          91          20  -30.5849991      -71.4010010      0.686038196     l, k, lat, lon, s
          96          56  -30.4650002      -72.1200027      0.822434425     l, k, lat, lon, s
          97          52  -30.4510002      -72.0390015      0.827104509     l, k, lat, lon, s
         107          25  -30.2929993      -71.4869995      0.762578547     l, k, lat, lon, s
         112          17  -30.2089996      -71.3219986      0.795892417     l, k, lat, lon, s
         116          30  -30.1270008      -71.5790024      0.922964633     l, k, lat, lon, s
