          12          36  -31.9960003      -71.8020020      0.828604519     l, k, lat, lon, s
          15          14  -31.9589996      -71.3499985      0.851133943     l, k, lat, lon, s
          42          48  -31.4449997      -72.0149994      0.903750122     l, k, lat, lon, s
          46          23  -31.3939991      -71.5039978      0.799432576     l, k, lat, lon, s
          52          24  -31.2849998      -71.5189972      0.811220169     l, k, lat, lon, s
          61          49  -31.1019993      -72.0159988      0.740612984     l, k, lat, lon, s
          67          29  -31.0100002      -71.6050034      0.877216041     l, k, lat, lon, s
          75          41  -30.8560009      -71.8399963      0.853754163     l, k, lat, lon, s
          86          53  -30.6480007      -72.0699997      0.845369279     l, k, lat, lon, s
          89           2  -30.6340008      -71.0410004      0.839630783     l, k, lat, lon, s
          89          12  -30.6270008      -71.2419968      0.878660202     l, k, lat, lon, s
          91          45  -30.5650005      -71.9039993      0.859369874     l, k, lat, lon, s
          91          65  -30.5470009      -72.3059998       1.00000000     l, k, lat, lon, s
          93          15  -30.5529995      -71.2990036      0.839215398     l, k, lat, lon, s
          99          34  -30.4300003      -71.6750031      0.924839497     l, k, lat, lon, s
         115          19  -30.1529999      -71.3590012      0.791873276     l, k, lat, lon, s
         115          31  -30.1439991      -71.5999985      0.867697835     l, k, lat, lon, s
         115          38  -30.1380005      -71.7399979      0.752017319     l, k, lat, lon, s
         120          33  -30.0520000      -71.6350021      0.798956633     l, k, lat, lon, s
         121          49  -30.0209999      -71.9540024      0.650207341     l, k, lat, lon, s
