          10          30  -32.0369987      -71.6780014      0.723616958     l, k, lat, lon, s
          28          25  -31.7169991      -71.5550003      0.713443339     l, k, lat, lon, s
          31          19  -31.6669998      -71.4260025      0.712111533     l, k, lat, lon, s
          32          27  -31.6429996      -71.5940018      0.806723177     l, k, lat, lon, s
          36          16  -31.5799999      -71.3580017      0.744749844     l, k, lat, lon, s
          37          12  -31.5650005      -71.2730026      0.326046646     l, k, lat, lon, s
          38          11  -31.5470009      -71.2509995      0.392906755     l, k, lat, lon, s
          54          59  -31.2180004      -72.2429962      0.820664525     l, k, lat, lon, s
          62          34  -31.0960007      -71.7109985      0.753898144     l, k, lat, lon, s
          64          58  -31.0389996      -72.2119980      0.882837176     l, k, lat, lon, s
          72          53  -30.8999996      -72.0989990      0.884569466     l, k, lat, lon, s
          75          17  -30.8759995      -71.3440018      0.782099664     l, k, lat, lon, s
          85          26  -30.6889992      -71.5220032      0.736460686     l, k, lat, lon, s
          88          38  -30.6250000      -71.7689972      0.854883790     l, k, lat, lon, s
          92          34  -30.5559998      -71.6819992      0.840157330     l, k, lat, lon, s
         103          43  -30.3500004      -71.8580017      0.869602263     l, k, lat, lon, s
         114           2  -30.1840000      -70.9970016      0.830625236     l, k, lat, lon, s
         115          55  -30.1229992      -72.0950012      0.915083230     l, k, lat, lon, s
         118          12  -30.1049995      -71.2009964       1.00000000     l, k, lat, lon, s
         120          33  -30.0520000      -71.6340027      0.946513176     l, k, lat, lon, s
