           3          26  -32.1660004      -71.6009979      0.796892822     l, k, lat, lon, s
           6          42  -32.0979996      -71.9359970      0.873309970     l, k, lat, lon, s
           7          13  -32.1049995      -71.3209991      0.855705142     l, k, lat, lon, s
          27          48  -31.7150002      -72.0410004      0.747188985     l, k, lat, lon, s
          51          21  -31.3050003      -71.4489975      0.842257440     l, k, lat, lon, s
          60          40  -31.1270008      -71.8389969      0.663443148     l, k, lat, lon, s
          72          14  -30.9319992      -71.2839966      0.799814403     l, k, lat, lon, s
          72          22  -30.9260006      -71.4509964      0.802875459     l, k, lat, lon, s
          74          37  -30.8780003      -71.7620010      0.760988533     l, k, lat, lon, s
          92          57  -30.5359993      -72.1610031      0.702532768     l, k, lat, lon, s
          98           5  -30.4710007      -71.0729980      0.833646297     l, k, lat, lon, s
         105          63  -30.2959995      -72.2720032      0.695827961     l, k, lat, lon, s
         108          18  -30.2800007      -71.3339996      0.730202854     l, k, lat, lon, s
         109           8  -30.2700005      -71.1259995      0.902934790     l, k, lat, lon, s
         110          12  -30.2490005      -71.2080002      0.922588050     l, k, lat, lon, s
         114          51  -30.1450005      -72.0130005      0.757394195     l, k, lat, lon, s
         116          63  -30.0979996      -72.2600021      0.744708896     l, k, lat, lon, s
         119           4  -30.0930004      -71.0339966      0.791311204     l, k, lat, lon, s
         120          59  -30.0289993      -72.1729965      0.843843520     l, k, lat, lon, s
         121          36  -30.0319996      -71.6959991      0.758319676     l, k, lat, lon, s
