           6          61  -32.0810013      -72.3379974      0.708431125     l, k, lat, lon, s
           9          29  -32.0559998      -71.6579971      0.642868936     l, k, lat, lon, s
          11          36  -32.0139999      -71.8040009      0.882330894     l, k, lat, lon, s
          15          29  -31.9480000      -71.6520004       1.00000000     l, k, lat, lon, s
          17          40  -31.9020004      -71.8830032      0.923448801     l, k, lat, lon, s
          24          63  -31.7549992      -72.3600006      0.774044394     l, k, lat, lon, s
          25          46  -31.7530003      -72.0009995      0.778533399     l, k, lat, lon, s
          27          17  -31.7409992      -71.3880005      0.918791890     l, k, lat, lon, s
          28           8  -31.7299995      -71.1969986      0.715954006     l, k, lat, lon, s
          31          23  -31.6639996      -71.5100021      0.908781350     l, k, lat, lon, s
          38          41  -31.5230007      -71.8820038      0.768315971     l, k, lat, lon, s
          52           7  -31.2980003      -71.1549988      0.802643597     l, k, lat, lon, s
          75          15  -30.8780003      -71.3020020      0.765928328     l, k, lat, lon, s
          81          37  -30.7520008      -71.7549973      0.821847320     l, k, lat, lon, s
          91          63  -30.5480003      -72.2870026      0.815547109     l, k, lat, lon, s
         103          62  -30.3330002      -72.2529984      0.900700569     l, k, lat, lon, s
         105          56  -30.3020000      -72.1259995      0.936196744     l, k, lat, lon, s
         109          47  -30.2380009      -71.9349976      0.910341799     l, k, lat, lon, s
         118          26  -30.0939999      -71.4909973      0.839397132     l, k, lat, lon, s
         120          63  -30.0259991      -72.2559967      0.819459736     l, k, lat, lon, s
