           2          62  -32.1520004      -72.3639984      0.711559832     l, k, lat, lon, s
           4          24  -32.1500015      -71.5569992      0.735681653     l, k, lat, lon, s
          19          57  -31.8509998      -72.2389984      0.616563082     l, k, lat, lon, s
          25          15  -31.7789993      -71.3470001      0.850605488     l, k, lat, lon, s
          36          21  -31.5760002      -71.4629974      0.882032454     l, k, lat, lon, s
          54          23  -31.2500000      -71.4889984      0.859416008     l, k, lat, lon, s
          55          56  -31.2029991      -72.1790009      0.759351850     l, k, lat, lon, s
          56          26  -31.2110004      -71.5500031      0.690232337     l, k, lat, lon, s
          65           3  -31.0669994      -71.0599976      0.848208547     l, k, lat, lon, s
          74          34  -30.8799992      -71.6999969      0.928532481     l, k, lat, lon, s
          77          31  -30.8290005      -71.6340027      0.836617410     l, k, lat, lon, s
          88          39  -30.6240005      -71.7900009      0.628916502     l, k, lat, lon, s
          88          45  -30.6180000      -71.9150009      0.772672057     l, k, lat, lon, s
          94          30  -30.5230007      -71.5970001      0.738524973     l, k, lat, lon, s
         103          30  -30.3610001      -71.5879974      0.848574758     l, k, lat, lon, s
         105          65  -30.2940006      -72.3130035      0.893712044     l, k, lat, lon, s
         115          16  -30.1560001      -71.2870026      0.794019282     l, k, lat, lon, s
         117          44  -30.0970001      -71.8649979      0.848559320     l, k, lat, lon, s
         118           4  -30.1110001      -71.0350037      0.949219823     l, k, lat, lon, s
         119          36  -30.0680008      -71.6979980       1.00000000     l, k, lat, lon, s
