           3          55  -32.1409988      -72.2149963      0.876888812     l, k, lat, lon, s
           8          27  -32.0750008      -71.6169968      0.799397051     l, k, lat, lon, s
          12          69  -31.9650002      -72.5009995      0.687306166     l, k, lat, lon, s
          37          16  -31.5620003      -71.3570023      0.838925600     l, k, lat, lon, s
          38          10  -31.5480003      -71.2300034      0.643307567     l, k, lat, lon, s
          41          24  -31.4829998      -71.5220032      0.675181031     l, k, lat, lon, s
          42          40  -31.4519997      -71.8570023      0.797828078     l, k, lat, lon, s
          42          60  -31.4340000      -72.2770004      0.707695842     l, k, lat, lon, s
          44          46  -31.4099998      -71.9810028      0.655337632     l, k, lat, lon, s
          47          62  -31.3419991      -72.3140030      0.928185940     l, k, lat, lon, s
          48           9  -31.3689995      -71.1999969      0.730789304     l, k, lat, lon, s
          50          42  -31.3059998      -71.8909988      0.752079546     l, k, lat, lon, s
          56          34  -31.2049999      -71.7170029      0.750877619     l, k, lat, lon, s
          56          53  -31.1879997      -72.1149979      0.842368424     l, k, lat, lon, s
          75          19  -30.8740005      -71.3850021      0.936331451     l, k, lat, lon, s
          79          20  -30.8020000      -71.4029999      0.898253441     l, k, lat, lon, s
         100          11  -30.4300003      -71.1959991      0.803650677     l, k, lat, lon, s
         100          29  -30.4160004      -71.5699997      0.847757995     l, k, lat, lon, s
         110          51  -30.2169991      -72.0169983      0.928390384     l, k, lat, lon, s
         111          21  -30.2240009      -71.3939972      0.906619489     l, k, lat, lon, s
