           7          14  -32.1040001      -71.3430023      0.659879804     l, k, lat, lon, s
           8          20  -32.0810013      -71.4690018      0.842605829     l, k, lat, lon, s
          26          23  -31.7539997      -71.5149994      0.718129277     l, k, lat, lon, s
          38          26  -31.5359993      -71.5670013      0.769926310     l, k, lat, lon, s
          50          28  -31.3180008      -71.5970001      0.701295376     l, k, lat, lon, s
          52          22  -31.2870007      -71.4690018      0.819060087     l, k, lat, lon, s
          53          19  -31.2709999      -71.4059982      0.993640900     l, k, lat, lon, s
          53          20  -31.2700005      -71.4270020       1.00000000     l, k, lat, lon, s
          54          16  -31.2549992      -71.3420029      0.842520177     l, k, lat, lon, s
          60          48  -31.1200008      -72.0070038      0.561322033     l, k, lat, lon, s
          62          53  -31.0799999      -72.1090012      0.750834525     l, k, lat, lon, s
          85          21  -30.6930008      -71.4179993      0.645384669     l, k, lat, lon, s
          89          25  -30.6170006      -71.4980011      0.661574244     l, k, lat, lon, s
          94          42  -30.5130005      -71.8470001      0.633596361     l, k, lat, lon, s
          99          31  -30.4319992      -71.6129990      0.718744099     l, k, lat, lon, s
         102          32  -30.3770008      -71.6309967      0.483690709     l, k, lat, lon, s
         103          34  -30.3579998      -71.6709976      0.375533193     l, k, lat, lon, s
         105          64  -30.2950001      -72.2919998      0.670964420     l, k, lat, lon, s
         106          56  -30.2840004      -72.1250000      0.534370720     l, k, lat, lon, s
         111          24  -30.2220001      -71.4560013      0.648523331     l, k, lat, lon, s
