          27          31  -31.7299995      -71.6829987      0.742981911     l, k, lat, lon, s
          30          26  -31.6800003      -71.5739975      0.770223677     l, k, lat, lon, s
          39           3  -31.5359993      -71.0820007      0.692493141     l, k, lat, lon, s
          40          12  -31.5109997      -71.2699966      0.708591402     l, k, lat, lon, s
          42          25  -31.4640007      -71.5419998      0.795908511     l, k, lat, lon, s
          47           3  -31.3910007      -71.0749969      0.706913888     l, k, lat, lon, s
          47          70  -31.3339996      -72.4820023      0.867669225     l, k, lat, lon, s
          52           1  -31.3029995      -71.0289993      0.834449768     l, k, lat, lon, s
          54          67  -31.2110004      -72.4110031       1.00000000     l, k, lat, lon, s
          68          23  -30.9969997      -71.4749985      0.807553649     l, k, lat, lon, s
          86          50  -30.6499996      -72.0210037      0.658473074     l, k, lat, lon, s
          88           8  -30.6490002      -71.1439972      0.729394794     l, k, lat, lon, s
          88          29  -30.6320000      -71.5820007      0.836062014     l, k, lat, lon, s
          89          53  -30.5930004      -72.0810013      0.620406330     l, k, lat, lon, s
          91          20  -30.5849991      -71.3919983      0.734431326     l, k, lat, lon, s
          96          56  -30.4640007      -72.1360016      0.690587163     l, k, lat, lon, s
          97          52  -30.4500008      -72.0520020      0.829518497     l, k, lat, lon, s
         107          25  -30.2929993      -71.4810028      0.609853625     l, k, lat, lon, s
         112          17  -30.2089996      -71.3099976      0.657134950     l, k, lat, lon, s
         116          30  -30.1270008      -71.5759964      0.601872206     l, k, lat, lon, s
