           1          49  -32.1819992      -72.0899963      0.725340784     l, k, lat, lon, s
          11          38  -32.0120010      -71.8470001      0.840654731     l, k, lat, lon, s
          19          56  -31.8519993      -72.2180023      0.967630804     l, k, lat, lon, s
          21          33  -31.8360004      -71.7310028      0.770285606     l, k, lat, lon, s
          23           6  -31.8220005      -71.1589966      0.753186882     l, k, lat, lon, s
          30          64  -31.6459999      -72.3750000      0.928798139     l, k, lat, lon, s
          39          50  -31.4969997      -72.0709991      0.905908167     l, k, lat, lon, s
          52          63  -31.2509995      -72.3290024      0.831395268     l, k, lat, lon, s
          55          53  -31.2059994      -72.1169968       1.00000000     l, k, lat, lon, s
          64          54  -31.0429993      -72.1279984      0.841751158     l, k, lat, lon, s
          66           7  -31.0459995      -71.1419983      0.792584419     l, k, lat, lon, s
          72          68  -30.8859997      -72.4120026      0.752498984     l, k, lat, lon, s
          83          64  -30.6910000      -72.3160019      0.831052661     l, k, lat, lon, s
          86          66  -30.6350002      -72.3550034      0.819327593     l, k, lat, lon, s
          92           9  -30.5760002      -71.1610031      0.804292619     l, k, lat, lon, s
         105           3  -30.3460007      -71.0250015      0.999606252     l, k, lat, lon, s
         107          21  -30.2959995      -71.3980026      0.974385917     l, k, lat, lon, s
         114          60  -30.1359997      -72.1999969      0.785107434     l, k, lat, lon, s
         118          60  -30.0639992      -72.1959991      0.834476411     l, k, lat, lon, s
         121          65  -30.0060005      -72.2959976      0.806039870     l, k, lat, lon, s
