           3          69  -32.1269989      -72.5110016      0.765697658     l, k, lat, lon, s
          10          14  -32.0499992      -71.3399963      0.904282510     l, k, lat, lon, s
          13          25  -31.9869995      -71.5699997      0.655299246     l, k, lat, lon, s
          18          50  -31.8750000      -72.0930023      0.852311492     l, k, lat, lon, s
          25          35  -31.7619991      -71.7689972      0.882624090     l, k, lat, lon, s
          25          52  -31.7469997      -72.1269989      0.919742644     l, k, lat, lon, s
          30          13  -31.6900005      -71.3000031      0.741865814     l, k, lat, lon, s
          35          23  -31.5919991      -71.5059967      0.602884054     l, k, lat, lon, s
          41          70  -31.4419994      -72.4889984      0.793988764     l, k, lat, lon, s
          45          39  -31.3980007      -71.8330002      0.865888178     l, k, lat, lon, s
          50           6  -31.3349991      -71.1350021       1.00000000     l, k, lat, lon, s
          52          36  -31.2749996      -71.7630005      0.871245265     l, k, lat, lon, s
          56          33  -31.2049999      -71.6959991      0.906888843     l, k, lat, lon, s
          60          21  -31.1429996      -71.4410019      0.834719002     l, k, lat, lon, s
          77          48  -30.8139992      -71.9889984      0.840810835     l, k, lat, lon, s
          86          23  -30.6730003      -71.4589996      0.825150371     l, k, lat, lon, s
          86          56  -30.6450005      -72.1460037      0.725212276     l, k, lat, lon, s
          86          56  -30.6450005      -72.1460037      0.725212276     l, k, lat, lon, s
         102          23  -30.3850002      -71.4440002      0.852418959     l, k, lat, lon, s
         119          37  -30.0669994      -71.7180023      0.792838752     l, k, lat, lon, s
