           4          67  -32.1110001      -72.4670029      0.746728420     l, k, lat, lon, s
          14          32  -31.9629993      -71.7170029      0.650740504     l, k, lat, lon, s
          17          17  -31.9209995      -71.3970032      0.955770314     l, k, lat, lon, s
          19          34  -31.8710003      -71.7539978      0.692844808     l, k, lat, lon, s
          20          14  -31.8700008      -71.3310013      0.881697059     l, k, lat, lon, s
          20          44  -31.8449993      -71.9639969      0.860327601     l, k, lat, lon, s
          33          12  -31.6369991      -71.2770004      0.873264790     l, k, lat, lon, s
          35          34  -31.5830002      -71.7379990      0.732374132     l, k, lat, lon, s
          38          54  -31.5109997      -72.1559982      0.528008938     l, k, lat, lon, s
          41          41  -31.4689999      -71.8789978      0.756546915     l, k, lat, lon, s
          50          42  -31.3059998      -71.8909988      0.719203353     l, k, lat, lon, s
          66           3  -31.0489998      -71.0589981      0.786361098     l, k, lat, lon, s
          67           8  -31.0270004      -71.1620026      0.743830383     l, k, lat, lon, s
          70          64  -30.9249992      -72.3310013      0.794307768     l, k, lat, lon, s
          75          42  -30.8549995      -71.8659973      0.711218715     l, k, lat, lon, s
          98           5  -30.4710007      -71.0729980      0.683153212     l, k, lat, lon, s
         100          59  -30.3899994      -72.1940002      0.619466901     l, k, lat, lon, s
         109          45  -30.2399998      -71.8939972      0.817318261     l, k, lat, lon, s
         113          12  -30.1949997      -71.2050018      0.321020633     l, k, lat, lon, s
         114          11  -30.1779995      -71.1839981      0.385148674     l, k, lat, lon, s
