           1          34  -32.1959991      -71.7720032      0.902299702     l, k, lat, lon, s
          11          38  -32.0120010      -71.8470001       1.00000000     l, k, lat, lon, s
          17          59  -31.8850002      -72.2839966      0.667831302     l, k, lat, lon, s
          19          56  -31.8519993      -72.2180023      0.697854638     l, k, lat, lon, s
          21          33  -31.8360004      -71.7310028      0.802117646     l, k, lat, lon, s
          26          40  -31.7399998      -71.8730011      0.716643572     l, k, lat, lon, s
          28          17  -31.7229996      -71.3870010      0.973631144     l, k, lat, lon, s
          31          19  -31.6669998      -71.4260025      0.922304332     l, k, lat, lon, s
          52          63  -31.2509995      -72.3290024      0.801523566     l, k, lat, lon, s
          55          53  -31.2059994      -72.1169968      0.868828356     l, k, lat, lon, s
          60          23  -31.1420002      -71.4830017      0.775545478     l, k, lat, lon, s
          72          68  -30.8859997      -72.4120026      0.896341920     l, k, lat, lon, s
          83          64  -30.6910000      -72.3160019      0.909626544     l, k, lat, lon, s
          85          34  -30.6819992      -71.6890030      0.968681455     l, k, lat, lon, s
          92           9  -30.5760002      -71.1610031      0.809418619     l, k, lat, lon, s
         109           3  -30.2740002      -71.0220032      0.868570089     l, k, lat, lon, s
         110          69  -30.2000008      -72.3909988      0.751124084     l, k, lat, lon, s
         114          60  -30.1359997      -72.1999969      0.763011515     l, k, lat, lon, s
         118          53  -30.0709991      -72.0510025      0.653886735     l, k, lat, lon, s
         118          60  -30.0639992      -72.1959991      0.818131506     l, k, lat, lon, s
