          17          56  -31.8880005      -72.2200012      0.775370538     l, k, lat, lon, s
          22          17  -31.8309994      -71.3919983      0.758674502     l, k, lat, lon, s
          22          38  -31.8139992      -71.8349991      0.872450769     l, k, lat, lon, s
          25          30  -31.7660007      -71.6640015      0.714282691     l, k, lat, lon, s
          33          35  -31.6180000      -71.7610016      0.797549605     l, k, lat, lon, s
          39          60  -31.4880009      -72.2809982      0.712722361     l, k, lat, lon, s
          44          40  -31.4160004      -71.8550034      0.991610944     l, k, lat, lon, s
          46          12  -31.4029999      -71.2649994      0.725727081     l, k, lat, lon, s
          51          46  -31.2840004      -71.9739990      0.841268480     l, k, lat, lon, s
          57          40  -31.1809998      -71.8420029      0.713497639     l, k, lat, lon, s
          57          48  -31.1739998      -72.0100021      0.557392836     l, k, lat, lon, s
          64          65  -31.0330009      -72.3580017      0.760846078     l, k, lat, lon, s
          66          50  -31.0100002      -72.0419998      0.723213017     l, k, lat, lon, s
          67          15  -31.0219994      -71.3089981      0.694822311     l, k, lat, lon, s
          75           3  -30.8869991      -71.0510025      0.696040869     l, k, lat, lon, s
          81           1  -30.7800007      -71.0039978      0.820137084     l, k, lat, lon, s
          86          55  -30.6459999      -72.1259995      0.723643124     l, k, lat, lon, s
          98          36  -30.4459991      -71.7180023      0.699714959     l, k, lat, lon, s
         102          55  -30.3570004      -72.1090012      0.752082646     l, k, lat, lon, s
         119           8  -30.0900002      -71.1169968      0.741084337     l, k, lat, lon, s
