           4          31  -32.1440010      -71.7050018      0.830913603     l, k, lat, lon, s
           5          17  -32.1370010      -71.4079971      0.606127977     l, k, lat, lon, s
          12          64  -31.9699993      -72.3949966      0.805648983     l, k, lat, lon, s
          21          48  -31.8230000      -72.0469971      0.856896281     l, k, lat, lon, s
          30          63  -31.6469994      -72.3539963      0.874116778     l, k, lat, lon, s
          33          24  -31.6270008      -71.5289993      0.768009603     l, k, lat, lon, s
          35          69  -31.5510006      -72.4739990      0.731215179     l, k, lat, lon, s
          44          50  -31.4069996      -72.0650024      0.901434720     l, k, lat, lon, s
          56          20  -31.2159996      -71.4240036      0.845133245     l, k, lat, lon, s
          62           3  -31.1210003      -71.0619965      0.648599803     l, k, lat, lon, s
          71          37  -30.9319992      -71.7649994      0.839686453     l, k, lat, lon, s
          78          38  -30.8050003      -71.7789993       1.00000000     l, k, lat, lon, s
          82          70  -30.7040005      -72.4430008      0.845122874     l, k, lat, lon, s
          86          44  -30.6550007      -71.8960037      0.918346643     l, k, lat, lon, s
          87          16  -30.6609993      -71.3119965      0.681362748     l, k, lat, lon, s
          88          57  -30.6079998      -72.1650009      0.669915795     l, k, lat, lon, s
          89          50  -30.5960007      -72.0179977      0.583883166     l, k, lat, lon, s
          92          46  -30.5459995      -71.9319992      0.726065159     l, k, lat, lon, s
         104          69  -30.3080006      -72.3970032      0.935350001     l, k, lat, lon, s
         120          38  -30.0480003      -71.7379990      0.911002338     l, k, lat, lon, s
