           4          31  -32.1440010      -71.7050018      0.810106993     l, k, lat, lon, s
           5          17  -32.1370010      -71.4079971      0.735618830     l, k, lat, lon, s
          12          52  -31.9810009      -72.1409988      0.611352861     l, k, lat, lon, s
          12          64  -31.9699993      -72.3949966      0.878294110     l, k, lat, lon, s
          14          52  -31.9449997      -72.1389999      0.561392188     l, k, lat, lon, s
          24          62  -31.7560005      -72.3389969      0.604941726     l, k, lat, lon, s
          25          61  -31.7390003      -72.3170013      0.465141267     l, k, lat, lon, s
          33          24  -31.6270008      -71.5289993      0.772562504     l, k, lat, lon, s
          44          50  -31.4069996      -72.0650024      0.821847737     l, k, lat, lon, s
          56          20  -31.2159996      -71.4240036      0.769052386     l, k, lat, lon, s
          64          71  -31.0270004      -72.4840012      0.860786617     l, k, lat, lon, s
          71          37  -30.9319992      -71.7649994      0.810828865     l, k, lat, lon, s
          82          70  -30.7040005      -72.4430008      0.817498505     l, k, lat, lon, s
          84          62  -30.6749992      -72.2740021      0.959185064     l, k, lat, lon, s
          86          44  -30.6550007      -71.8960037      0.841213226     l, k, lat, lon, s
          88          57  -30.6079998      -72.1650009      0.530129433     l, k, lat, lon, s
          88          60  -30.6049995      -72.2279968      0.624421239     l, k, lat, lon, s
          92          22  -30.5660000      -71.4319992      0.858150423     l, k, lat, lon, s
         105          37  -30.3190002      -71.7320023      0.869819224     l, k, lat, lon, s
         120          39  -30.0470009      -71.7590027      0.830061376     l, k, lat, lon, s
