           5          12  -32.1409988      -71.3020020      0.550278246     l, k, lat, lon, s
          14          47  -31.9500008      -72.0339966      0.570441186     l, k, lat, lon, s
          22          48  -31.8050003      -72.0459976      0.641777158     l, k, lat, lon, s
          30          34  -31.6730003      -71.7429962      0.737012744     l, k, lat, lon, s
          36          12  -31.5830002      -71.2740021      0.675522149     l, k, lat, lon, s
          44          29  -31.4249992      -71.6240005      0.779415786     l, k, lat, lon, s
          48          48  -31.3369999      -72.0189972      0.723988831     l, k, lat, lon, s
          64          11  -31.0790005      -71.2279968      0.844428718     l, k, lat, lon, s
          66          71  -30.9909992      -72.4810028      0.810986698     l, k, lat, lon, s
          75          48  -30.8500004      -71.9909973      0.589889109     l, k, lat, lon, s
          77          49  -30.8129997      -72.0100021      0.732651770     l, k, lat, lon, s
          85          62  -30.6569996      -72.2720032      0.573915303     l, k, lat, lon, s
          86          25  -30.6709995      -71.5000000      0.909120321     l, k, lat, lon, s
          91          37  -30.5709991      -71.7450027      0.744732559     l, k, lat, lon, s
          91          64  -30.5470009      -72.3079987      0.921841681     l, k, lat, lon, s
          97          30  -30.4689999      -71.5940018      0.757769883     l, k, lat, lon, s
         102          67  -30.3460007      -72.3580017      0.555147290     l, k, lat, lon, s
         110          42  -30.2250004      -71.8310013       1.00000000     l, k, lat, lon, s
         113          38  -30.1739998      -71.7450027      0.883468866     l, k, lat, lon, s
         116          14  -30.1389999      -71.2440033      0.576576591     l, k, lat, lon, s
