           3          68  -32.1279984      -72.4899979      0.743316174     l, k, lat, lon, s
          25          46  -31.7530003      -72.0009995      0.906420946     l, k, lat, lon, s
          29          12  -31.7089996      -71.2799988      0.884844840     l, k, lat, lon, s
          32          63  -31.6110001      -72.3519974      0.760034978     l, k, lat, lon, s
          40          30  -31.4960003      -71.6490021      0.895337999     l, k, lat, lon, s
          46          45  -31.3750000      -71.9580002      0.757739544     l, k, lat, lon, s
          49          51  -31.3160000      -72.0810013      0.985090315     l, k, lat, lon, s
          52          47  -31.2649994      -71.9940033      0.681693792     l, k, lat, lon, s
          55          19  -31.2350006      -71.4039993      0.962590694     l, k, lat, lon, s
          55          51  -31.2080002      -72.0749969      0.648203850     l, k, lat, lon, s
          81          13  -30.7709999      -71.2549973      0.817530036     l, k, lat, lon, s
          82          58  -30.7150002      -72.1920013       1.00000000     l, k, lat, lon, s
          83          29  -30.7220001      -71.5869980      0.929691732     l, k, lat, lon, s
          95          66  -30.4729996      -72.3450012      0.980293036     l, k, lat, lon, s
          96          45  -30.4740009      -71.9069977      0.964121819     l, k, lat, lon, s
         109          52  -30.2339993      -72.0390015      0.736428499     l, k, lat, lon, s
         112          17  -30.2089996      -71.3099976      0.993946552     l, k, lat, lon, s
         117          44  -30.0970001      -71.8649979      0.867009938     l, k, lat, lon, s
         118          18  -30.1000004      -71.3249969      0.920718908     l, k, lat, lon, s
         120          32  -30.0529995      -71.6139984      0.828441918     l, k, lat, lon, s
