           1          49  -32.1819992      -72.0899963      0.827407837     l, k, lat, lon, s
          11          38  -32.0120010      -71.8470001      0.716432214     l, k, lat, lon, s
          19          56  -31.8519993      -72.2180023      0.792040288     l, k, lat, lon, s
          21          33  -31.8360004      -71.7310028      0.755500257     l, k, lat, lon, s
          23           6  -31.8220005      -71.1589966      0.765126884     l, k, lat, lon, s
          30          64  -31.6459999      -72.3750000      0.872417092     l, k, lat, lon, s
          39          50  -31.4969997      -72.0709991      0.749468267     l, k, lat, lon, s
          52          63  -31.2509995      -72.3290024      0.748227894     l, k, lat, lon, s
          55          53  -31.2059994      -72.1169968      0.845024168     l, k, lat, lon, s
          64          54  -31.0429993      -72.1279984      0.807613432     l, k, lat, lon, s
          66           7  -31.0459995      -71.1419983      0.698476076     l, k, lat, lon, s
          72          68  -30.8859997      -72.4120026      0.618538141     l, k, lat, lon, s
          83          64  -30.6910000      -72.3160019      0.844208181     l, k, lat, lon, s
          86          66  -30.6350002      -72.3550034      0.882906258     l, k, lat, lon, s
          92           9  -30.5760002      -71.1610031      0.677394331     l, k, lat, lon, s
         105           3  -30.3460007      -71.0250015      0.983941078     l, k, lat, lon, s
         107          21  -30.2959995      -71.3980026       1.00000000     l, k, lat, lon, s
         114          60  -30.1359997      -72.1999969      0.745733619     l, k, lat, lon, s
         118          60  -30.0639992      -72.1959991      0.772511184     l, k, lat, lon, s
         121          65  -30.0060005      -72.2959976      0.755524039     l, k, lat, lon, s
