           3          69  -32.1269989      -72.5110016      0.573676169     l, k, lat, lon, s
          10          14  -32.0499992      -71.3399963      0.710180581     l, k, lat, lon, s
          13          25  -31.9869995      -71.5699997      0.729614735     l, k, lat, lon, s
          18          50  -31.8750000      -72.0930023      0.888113379     l, k, lat, lon, s
          25          35  -31.7619991      -71.7689972      0.749369860     l, k, lat, lon, s
          25          52  -31.7469997      -72.1269989      0.814273477     l, k, lat, lon, s
          30          13  -31.6900005      -71.3000031      0.696071446     l, k, lat, lon, s
          35          23  -31.5919991      -71.5059967      0.749234796     l, k, lat, lon, s
          41          70  -31.4419994      -72.4889984      0.558323681     l, k, lat, lon, s
          45          39  -31.3980007      -71.8330002      0.764025986     l, k, lat, lon, s
          50           6  -31.3349991      -71.1350021      0.976366460     l, k, lat, lon, s
          52          36  -31.2749996      -71.7630005      0.737055779     l, k, lat, lon, s
          56          33  -31.2049999      -71.6959991      0.846864522     l, k, lat, lon, s
          60          21  -31.1429996      -71.4410019      0.862261117     l, k, lat, lon, s
          77          48  -30.8139992      -71.9889984      0.954208791     l, k, lat, lon, s
          86          23  -30.6730003      -71.4589996      0.899276435     l, k, lat, lon, s
          86          56  -30.6450005      -72.1460037      0.611333132     l, k, lat, lon, s
          86          56  -30.6450005      -72.1460037      0.611333132     l, k, lat, lon, s
         102          23  -30.3850002      -71.4440002      0.863229573     l, k, lat, lon, s
         119          37  -30.0669994      -71.7180023      0.803984344     l, k, lat, lon, s
