           4          67  -32.1110001      -72.4670029      0.786986411     l, k, lat, lon, s
           7          33  -32.0880013      -71.7450027      0.827448606     l, k, lat, lon, s
          10          67  -32.0029984      -72.4609985      0.980744779     l, k, lat, lon, s
          13          43  -31.9720001      -71.9499969      0.821610034     l, k, lat, lon, s
          15          31  -31.9459991      -71.6949997      0.794752836     l, k, lat, lon, s
          15          49  -31.9300003      -72.0749969      0.868088663     l, k, lat, lon, s
          26          63  -31.7189999      -72.3580017      0.800978720     l, k, lat, lon, s
          27          42  -31.7199993      -71.9150009      0.785383940     l, k, lat, lon, s
          31           6  -31.6770000      -71.1520004      0.571926117     l, k, lat, lon, s
          39          20  -31.5219994      -71.4400024      0.715418518     l, k, lat, lon, s
          49          41  -31.3250008      -71.8710022      0.808709800     l, k, lat, lon, s
          51          35  -31.2940006      -71.7429962      0.807918131     l, k, lat, lon, s
          54          19  -31.2530003      -71.4049988      0.743207693     l, k, lat, lon, s
          69          38  -30.9669991      -71.7880020      0.903270245     l, k, lat, lon, s
          73          68  -30.8680000      -72.4110031      0.753397644     l, k, lat, lon, s
          76          24  -30.8519993      -71.4889984      0.810935259     l, k, lat, lon, s
          84          70  -30.6679993      -72.4400024      0.834349096     l, k, lat, lon, s
          94          70  -30.4869995      -72.4290009      0.844263732     l, k, lat, lon, s
         115          34  -30.1410007      -71.6600037       1.00000000     l, k, lat, lon, s
         118          31  -30.0900002      -71.5950012      0.957396984     l, k, lat, lon, s
