           1          34  -32.1959991      -71.7720032      0.690536678     l, k, lat, lon, s
          14          41  -31.9549999      -71.9069977      0.883670509     l, k, lat, lon, s
          14          49  -31.9480000      -72.0759964      0.846491635     l, k, lat, lon, s
          17          59  -31.8850002      -72.2839966      0.959951639     l, k, lat, lon, s
          26          40  -31.7399998      -71.8730011      0.849897504     l, k, lat, lon, s
          28          17  -31.7229996      -71.3870010      0.987884521     l, k, lat, lon, s
          31          19  -31.6669998      -71.4260025       1.00000000     l, k, lat, lon, s
          34          32  -31.6030006      -71.6969986      0.847522855     l, k, lat, lon, s
          41          32  -31.4769993      -71.6900024      0.844677329     l, k, lat, lon, s
          60          23  -31.1420002      -71.4830017      0.839261651     l, k, lat, lon, s
          75          46  -30.8519993      -71.9489975      0.911822617     l, k, lat, lon, s
          84          23  -30.7089996      -71.4599991      0.751502931     l, k, lat, lon, s
          85          34  -30.6819992      -71.6890030      0.914899647     l, k, lat, lon, s
          94           7  -30.5410004      -71.1179962      0.734354258     l, k, lat, lon, s
         100          15  -30.4270000      -71.2789993      0.636983991     l, k, lat, lon, s
         109           3  -30.2740002      -71.0220032      0.910244942     l, k, lat, lon, s
         110          69  -30.2000008      -72.3909988      0.641050816     l, k, lat, lon, s
         117          27  -30.1110001      -71.5130005      0.744024932     l, k, lat, lon, s
         118          10  -30.1060009      -71.1600037      0.707103848     l, k, lat, lon, s
         118          53  -30.0709991      -72.0510025      0.721234798     l, k, lat, lon, s
