           1          38  -32.1920013      -71.8570023      0.445155591     l, k, lat, lon, s
           2          31  -32.1800003      -71.7070007      0.508800328     l, k, lat, lon, s
           2          36  -32.1759987      -71.8130035      0.628692508     l, k, lat, lon, s
           8          22  -32.0789986      -71.5110016      0.766231418     l, k, lat, lon, s
          27          26  -31.7339993      -71.5770035      0.797918916     l, k, lat, lon, s
          37          22  -31.5569992      -71.4840012      0.753070474     l, k, lat, lon, s
          44          21  -31.4319992      -71.4560013      0.823444903     l, k, lat, lon, s
          52          34  -31.2770004      -71.7210007      0.694081008     l, k, lat, lon, s
          54          32  -31.2420006      -71.6770020      0.789285243     l, k, lat, lon, s
          54          56  -31.2210007      -72.1809998      0.713935971     l, k, lat, lon, s
          65          56  -31.0230007      -72.1689987      0.819136977     l, k, lat, lon, s
          73          16  -30.9130001      -71.3239975      0.607297122     l, k, lat, lon, s
          75           4  -30.8859997      -71.0719986      0.561732769     l, k, lat, lon, s
          81          23  -30.7630005      -71.4629974      0.910990477     l, k, lat, lon, s
          82           8  -30.7570000      -71.1490021       1.00000000     l, k, lat, lon, s
          91          23  -30.5830002      -71.4540024      0.707595766     l, k, lat, lon, s
         103          43  -30.3500004      -71.8580017      0.757404327     l, k, lat, lon, s
         106          14  -30.3199997      -71.2529984      0.600535452     l, k, lat, lon, s
         116          67  -30.0939999      -72.3430023      0.608197153     l, k, lat, lon, s
         118          42  -30.0799999      -71.8229980      0.809647620     l, k, lat, lon, s
