          13          68  -31.9480000      -72.4779968      0.637823105     l, k, lat, lon, s
          20          63  -31.8269997      -72.3649979      0.450731099     l, k, lat, lon, s
          27          64  -31.7000008      -72.3779984      0.371328861     l, k, lat, lon, s
          37          31  -31.5489998      -71.6729965      0.483828813     l, k, lat, lon, s
          38          17  -31.5429993      -71.3769989      0.595103621     l, k, lat, lon, s
          40          54  -31.4750004      -72.1539993      0.536598086     l, k, lat, lon, s
          45          19  -31.4150009      -71.4130020      0.465381771     l, k, lat, lon, s
          46           9  -31.4050007      -71.2020035      0.409130841     l, k, lat, lon, s
          65          35  -31.0419998      -71.7289963      0.634420931     l, k, lat, lon, s
          68          37  -30.9860001      -71.7679977       1.00000000     l, k, lat, lon, s
          68          38  -30.9850006      -71.7890015      0.985365212     l, k, lat, lon, s
          76          39  -30.8400002      -71.8020020      0.470057160     l, k, lat, lon, s
          82          38  -30.7329998      -71.7750015      0.347680658     l, k, lat, lon, s
          88          47  -30.6170006      -71.9570007      0.482869983     l, k, lat, lon, s
          89          53  -30.5930004      -72.0810013      0.548167706     l, k, lat, lon, s
          91          16  -30.5879993      -71.3079987      0.613066912     l, k, lat, lon, s
          95          45  -30.4920006      -71.9079971      0.469428688     l, k, lat, lon, s
         100          18  -30.4249992      -71.3420029      0.516295433     l, k, lat, lon, s
         101          42  -30.3869991      -71.8399963      0.624426961     l, k, lat, lon, s
         117          42  -30.0990009      -71.8239975      0.489245683     l, k, lat, lon, s
