           5          42  -32.1170006      -71.9369965      0.654821396     l, k, lat, lon, s
          15          34  -31.9430008      -71.7580032      0.503049612     l, k, lat, lon, s
          16          15  -31.9410000      -71.3560028      0.800245583     l, k, lat, lon, s
          18          43  -31.8810005      -71.9449997      0.590449810     l, k, lat, lon, s
          29          23  -31.7000008      -71.5120010      0.735328376     l, k, lat, lon, s
          30          58  -31.6520004      -72.2480011      0.623070598     l, k, lat, lon, s
          35          13  -31.6000004      -71.2959976      0.806517243     l, k, lat, lon, s
          36          37  -31.5620003      -71.8000031      0.712841868     l, k, lat, lon, s
          42          14  -31.4729996      -71.3109970      0.988830984     l, k, lat, lon, s
          53          67  -31.2290001      -72.4120026      0.835229754     l, k, lat, lon, s
          55          57  -31.2019997      -72.1999969      0.594327927     l, k, lat, lon, s
          60          67  -31.1030006      -72.4039993      0.877895296     l, k, lat, lon, s
          61          27  -31.1200008      -71.5660019      0.816537261     l, k, lat, lon, s
          68          54  -30.9710007      -72.1240005      0.595199585     l, k, lat, lon, s
          74          23  -30.8889999      -71.4700012      0.913014412     l, k, lat, lon, s
          87          24  -30.6539993      -71.4789963      0.981176853     l, k, lat, lon, s
          87          29  -30.6499996      -71.5830002      0.703623772     l, k, lat, lon, s
          94           9  -30.5400009      -71.1600037      0.607722998     l, k, lat, lon, s
          99           8  -30.4500008      -71.1350021      0.703701317     l, k, lat, lon, s
         119          11  -30.0879993      -71.1790009      0.678044677     l, k, lat, lon, s
