           5          42  -32.1170006      -71.9369965      0.696948051     l, k, lat, lon, s
          15           3  -31.9680004      -71.1029968      0.594890237     l, k, lat, lon, s
          15          34  -31.9430008      -71.7580032      0.607219577     l, k, lat, lon, s
          16          15  -31.9410000      -71.3560028      0.539050519     l, k, lat, lon, s
          17          60  -31.8840008      -72.3050003      0.609139919     l, k, lat, lon, s
          18          43  -31.8810005      -71.9449997      0.637453794     l, k, lat, lon, s
          20          66  -31.8239994      -72.4280014       1.00000000     l, k, lat, lon, s
          23          26  -31.8059998      -71.5810013      0.674384892     l, k, lat, lon, s
          30          17  -31.6870003      -71.3850021      0.740120232     l, k, lat, lon, s
          30          58  -31.6520004      -72.2480011      0.529836237     l, k, lat, lon, s
          35          13  -31.6000004      -71.2959976      0.582392395     l, k, lat, lon, s
          44          46  -31.4099998      -71.9810028      0.599430919     l, k, lat, lon, s
          50          55  -31.2940006      -72.1640015      0.705594957     l, k, lat, lon, s
          60          67  -31.1030006      -72.4039993      0.778884232     l, k, lat, lon, s
          75           9  -30.8820000      -71.1760025      0.777735353     l, k, lat, lon, s
          77          35  -30.8250008      -71.7180023      0.842863560     l, k, lat, lon, s
          83           2  -30.7430000      -71.0230026      0.556409121     l, k, lat, lon, s
          87          24  -30.6539993      -71.4789963      0.701043367     l, k, lat, lon, s
          99           8  -30.4500008      -71.1350021      0.763445020     l, k, lat, lon, s
         119          11  -30.0879993      -71.1790009      0.636358023     l, k, lat, lon, s
