          21          14  -31.8519993      -71.3300018      0.838340878     l, k, lat, lon, s
          28          68  -31.6779995      -72.4609985      0.631886661     l, k, lat, lon, s
          34          70  -31.5680008      -72.4970016      0.534759581     l, k, lat, lon, s
          37          61  -31.5230007      -72.3040009      0.984148622     l, k, lat, lon, s
          42          63  -31.4309998      -72.3399963      0.703643143     l, k, lat, lon, s
          46          56  -31.3649998      -72.1890030       1.00000000     l, k, lat, lon, s
          48          44  -31.3400002      -71.9349976      0.781430960     l, k, lat, lon, s
          54          68  -31.2099991      -72.4319992      0.909499168     l, k, lat, lon, s
          56           9  -31.2250004      -71.1930008      0.877062201     l, k, lat, lon, s
          56          37  -31.2019997      -71.7799988      0.755524337     l, k, lat, lon, s
          59          46  -31.1399994      -71.9660034      0.635657489     l, k, lat, lon, s
          68          71  -30.9549999      -72.4789963      0.750092506     l, k, lat, lon, s
          69          52  -30.9549999      -72.0810013      0.566802800     l, k, lat, lon, s
          75          45  -30.8530006      -71.9280014      0.793819368     l, k, lat, lon, s
          77          51  -30.8110008      -72.0520020      0.690696836     l, k, lat, lon, s
          79          68  -30.7590008      -72.4039993      0.906009495     l, k, lat, lon, s
          83          32  -30.7199993      -71.6490021      0.853159487     l, k, lat, lon, s
          84          15  -30.7150002      -71.2939987      0.509956360     l, k, lat, lon, s
          90          67  -30.5620003      -72.3710022      0.794887543     l, k, lat, lon, s
         120           4  -30.0750008      -71.0339966      0.771378875     l, k, lat, lon, s
