           1          34  -32.1959991      -71.7720032      0.993809819     l, k, lat, lon, s
           7          54  -32.0699997      -72.1890030      0.907872081     l, k, lat, lon, s
           8           4  -32.0929985      -71.1299973      0.901974082     l, k, lat, lon, s
          21          42  -31.8279991      -71.9209976      0.639040828     l, k, lat, lon, s
          22          28  -31.8220005      -71.6240005      0.653876662     l, k, lat, lon, s
          23          17  -31.8129997      -71.3909988      0.638595581     l, k, lat, lon, s
          27          41  -31.7210007      -71.8939972      0.654980242     l, k, lat, lon, s
          28          21  -31.7199993      -71.4710007      0.691756845     l, k, lat, lon, s
          29          13  -31.7080002      -71.3010025      0.628146648     l, k, lat, lon, s
          35           3  -31.6079998      -71.0849991      0.658627331     l, k, lat, lon, s
          35          52  -31.5669994      -72.1169968      0.806836903     l, k, lat, lon, s
          51           2  -31.3199997      -71.0510025      0.934571624     l, k, lat, lon, s
          71          16  -30.9489994      -71.3259964      0.641518056     l, k, lat, lon, s
          76           5  -30.8670006      -71.0920029      0.648870409     l, k, lat, lon, s
          81          39  -30.7500000      -71.7969971      0.744287372     l, k, lat, lon, s
          82           5  -30.7590008      -71.0869980      0.630061030     l, k, lat, lon, s
          91          17  -30.5879993      -71.3290024      0.787377715     l, k, lat, lon, s
         100          59  -30.3899994      -72.1940002      0.657384813     l, k, lat, lon, s
         106          11  -30.3220005      -71.1910019      0.679305434     l, k, lat, lon, s
         116          37  -30.1210003      -71.7210007      0.758510411     l, k, lat, lon, s
