          11          20  -32.0270004      -71.4660034      0.893766940     l, k, lat, lon, s
          11          52  -31.9990005      -72.1419983      0.783269644     l, k, lat, lon, s
          24           1  -31.8069992      -71.0530014      0.755460560     l, k, lat, lon, s
          25          57  -31.7430000      -72.2330017      0.998940766     l, k, lat, lon, s
          31           2  -31.6800003      -71.0680008      0.864600301     l, k, lat, lon, s
          34          37  -31.5979996      -71.8020020      0.817376435     l, k, lat, lon, s
          42          38  -31.4529991      -71.8150024      0.812378109     l, k, lat, lon, s
          49          22  -31.3409996      -71.4720001      0.802628875     l, k, lat, lon, s
          61          65  -31.0869999      -72.3610001      0.957375348     l, k, lat, lon, s
          62          14  -31.1130009      -71.2929993      0.923745632     l, k, lat, lon, s
          62          22  -31.1060009      -71.4599991      0.867922664     l, k, lat, lon, s
          67          39  -31.0020008      -71.8109970      0.752980769     l, k, lat, lon, s
          75          16  -30.8770008      -71.3229980      0.822754502     l, k, lat, lon, s
          78          21  -30.8190002      -71.4240036      0.711064339     l, k, lat, lon, s
          84          47  -30.6889992      -71.9609985      0.934269547     l, k, lat, lon, s
          89          30  -30.6130009      -71.6019974      0.786727786     l, k, lat, lon, s
          94          53  -30.5030003      -72.0759964      0.633928418     l, k, lat, lon, s
         105          60  -30.2989998      -72.2089996      0.850745201     l, k, lat, lon, s
         116          43  -30.1159992      -71.8450012      0.781318188     l, k, lat, lon, s
         117          62  -30.0809994      -72.2379990      0.905214906     l, k, lat, lon, s
