           2          62  -32.1520004      -72.3639984      0.619905591     l, k, lat, lon, s
           4          24  -32.1500015      -71.5569992      0.739633799     l, k, lat, lon, s
          25          15  -31.7789993      -71.3470001      0.817819893     l, k, lat, lon, s
          36          21  -31.5760002      -71.4629974      0.850764394     l, k, lat, lon, s
          40          12  -31.5109997      -71.2699966      0.909599781     l, k, lat, lon, s
          42          25  -31.4640007      -71.5419998      0.869909346     l, k, lat, lon, s
          47          70  -31.3339996      -72.4820023      0.890543461     l, k, lat, lon, s
          54          67  -31.2110004      -72.4110031      0.803206742     l, k, lat, lon, s
          55          56  -31.2029991      -72.1790009      0.938032329     l, k, lat, lon, s
          65           3  -31.0669994      -71.0599976      0.828395963     l, k, lat, lon, s
          74          34  -30.8799992      -71.6999969      0.933160961     l, k, lat, lon, s
          86          50  -30.6499996      -72.0210037      0.933277011     l, k, lat, lon, s
          88           8  -30.6490002      -71.1439972       1.00000000     l, k, lat, lon, s
          88          29  -30.6320000      -71.5820007      0.882962584     l, k, lat, lon, s
          96          56  -30.4640007      -72.1360016      0.734637678     l, k, lat, lon, s
         112          17  -30.2089996      -71.3099976      0.757495344     l, k, lat, lon, s
         115          16  -30.1560001      -71.2870026      0.812133253     l, k, lat, lon, s
         116          30  -30.1270008      -71.5759964      0.655756354     l, k, lat, lon, s
         117          44  -30.0970001      -71.8649979      0.795783460     l, k, lat, lon, s
         119          36  -30.0680008      -71.6979980      0.908459008     l, k, lat, lon, s
