          13          23  -31.9880009      -71.5270004      0.696451366     l, k, lat, lon, s
          17          14  -31.9239998      -71.3330002      0.727215052     l, k, lat, lon, s
          19          15  -31.8869991      -71.3529968      0.757794499     l, k, lat, lon, s
          22          22  -31.8269997      -71.4980011      0.727307200     l, k, lat, lon, s
          28          14  -31.7250004      -71.3229980      0.615786731     l, k, lat, lon, s
          31           7  -31.6770000      -71.1729965      0.731395781     l, k, lat, lon, s
          36           6  -31.5869999      -71.1480026      0.641768217     l, k, lat, lon, s
          50          33  -31.3139992      -71.7020035      0.657684863     l, k, lat, lon, s
          64           5  -31.0830002      -71.1019974      0.670279562     l, k, lat, lon, s
          66           3  -31.0489998      -71.0589981      0.754827440     l, k, lat, lon, s
          67          36  -31.0049992      -71.7480011      0.623397171     l, k, lat, lon, s
          73          22  -30.9080009      -71.4499969      0.871209681     l, k, lat, lon, s
          74          19  -30.8920002      -71.3860016      0.642387629     l, k, lat, lon, s
          84          65  -30.6720009      -72.3359985      0.629321694     l, k, lat, lon, s
          87          38  -30.6429996      -71.7699966      0.846340060     l, k, lat, lon, s
          94          16  -30.5340004      -71.3050003      0.530910909     l, k, lat, lon, s
          96          20  -30.4950008      -71.3870010      0.748074770     l, k, lat, lon, s
          98          51  -30.4330006      -72.0299988       1.00000000     l, k, lat, lon, s
         101          63  -30.3680000      -72.2760010      0.610107422     l, k, lat, lon, s
         116          59  -30.1009998      -72.1770020      0.736523986     l, k, lat, lon, s
