           3          12  -32.1769981      -71.3040009      0.780315995     l, k, lat, lon, s
          10          32  -32.0349998      -71.7210007      0.588949621     l, k, lat, lon, s
          23          34  -31.7989998      -71.7500000      0.730659902     l, k, lat, lon, s
          30          37  -31.6700001      -71.8059998      0.720902741     l, k, lat, lon, s
          35          47  -31.5720005      -72.0120010      0.691860259     l, k, lat, lon, s
          49          18  -31.3439999      -71.3880005      0.771646857     l, k, lat, lon, s
          59           7  -31.1720009      -71.1490021      0.645965815     l, k, lat, lon, s
          67          63  -30.9799995      -72.3130035      0.659541845     l, k, lat, lon, s
          68          10  -31.0079994      -71.2030029      0.732662559     l, k, lat, lon, s
          68          49  -30.9750004      -72.0189972      0.789274156     l, k, lat, lon, s
          84          69  -30.6679993      -72.4189987      0.706067324     l, k, lat, lon, s
          91          59  -30.5520000      -72.2040024       1.00000000     l, k, lat, lon, s
          93          13  -30.5550003      -71.2440033      0.734581590     l, k, lat, lon, s
          95           6  -30.5240002      -71.0960007      0.623918533     l, k, lat, lon, s
          98          59  -30.4260006      -72.1959991      0.691312730     l, k, lat, lon, s
         101          20  -30.4050007      -71.3820038      0.800846994     l, k, lat, lon, s
         106           2  -30.3290005      -71.0039978      0.832310736     l, k, lat, lon, s
         106          42  -30.2970009      -71.8349991      0.590343773     l, k, lat, lon, s
         110           9  -30.2509995      -71.1460037      0.822225332     l, k, lat, lon, s
         121          54  -30.0160007      -72.0680008      0.505966485     l, k, lat, lon, s
