           7          22  -32.0970001      -71.5120010      0.618415892     l, k, lat, lon, s
          17          57  -31.8869991      -72.2419968      0.800117970     l, k, lat, lon, s
          18          10  -31.9090004      -71.2480011      0.743799210     l, k, lat, lon, s
          22          35  -31.8160000      -71.7720032      0.758255363     l, k, lat, lon, s
          44          43  -31.4130001      -71.9179993      0.821581006     l, k, lat, lon, s
          45          22  -31.4130001      -71.4759979      0.796008229     l, k, lat, lon, s
          47          38  -31.3630009      -71.8099976      0.886476934     l, k, lat, lon, s
          65           8  -31.0629997      -71.1640015      0.843216300     l, k, lat, lon, s
          65          35  -31.0419998      -71.7289963      0.571815968     l, k, lat, lon, s
          67          42  -30.9990005      -71.8740005      0.875994444     l, k, lat, lon, s
          75          28  -30.8670006      -71.5729980      0.674424410     l, k, lat, lon, s
          75          56  -30.8430004      -72.1579971      0.513384283     l, k, lat, lon, s
          80          21  -30.7830009      -71.4219971       1.00000000     l, k, lat, lon, s
          85          14  -30.6980000      -71.2720032      0.910565138     l, k, lat, lon, s
          87          33  -30.6469994      -71.6660004      0.688119829     l, k, lat, lon, s
          90          61  -30.5680008      -72.2460022      0.817626953     l, k, lat, lon, s
          92          21  -30.5660000      -71.4110031      0.782453358     l, k, lat, lon, s
         100          32  -30.4130001      -71.6330032      0.506050527     l, k, lat, lon, s
         100          66  -30.3829994      -72.3389969      0.681313276     l, k, lat, lon, s
         110          13  -30.2479992      -71.2289963      0.656120062     l, k, lat, lon, s
