          13          46  -31.9689999      -72.0139999      0.776579738     l, k, lat, lon, s
          26           3  -31.7700005      -71.0930023      0.810435832     l, k, lat, lon, s
          29          12  -31.7089996      -71.2799988      0.889668107     l, k, lat, lon, s
          40          30  -31.4960003      -71.6490021      0.855875432     l, k, lat, lon, s
          45          58  -31.3810005      -72.2320023      0.932723224     l, k, lat, lon, s
          46          37  -31.3820000      -71.7900009      0.844215989     l, k, lat, lon, s
          52          47  -31.2649994      -71.9940033      0.686395705     l, k, lat, lon, s
          55          19  -31.2350006      -71.4039993      0.891614258     l, k, lat, lon, s
          55          51  -31.2080002      -72.0749969      0.803273499     l, k, lat, lon, s
          67          10  -31.0259991      -71.2040024      0.860522807     l, k, lat, lon, s
          67          42  -30.9990005      -71.8740005      0.793971717     l, k, lat, lon, s
          76          27  -30.8500004      -71.5510025       1.00000000     l, k, lat, lon, s
          81          13  -30.7709999      -71.2549973      0.840087533     l, k, lat, lon, s
          83          29  -30.7220001      -71.5869980      0.672569096     l, k, lat, lon, s
          95          66  -30.4729996      -72.3450012      0.935967922     l, k, lat, lon, s
          96          45  -30.4740009      -71.9069977      0.986395776     l, k, lat, lon, s
         100          48  -30.3999996      -71.9649963      0.979059935     l, k, lat, lon, s
         101           3  -30.4179993      -71.0289993      0.958322227     l, k, lat, lon, s
         105          66  -30.2929993      -72.3339996      0.897698879     l, k, lat, lon, s
         112          17  -30.2089996      -71.3099976      0.943181515     l, k, lat, lon, s
