           2          36  -32.1759987      -71.8130035      0.962509155     l, k, lat, lon, s
           3          57  -32.1389999      -72.2570038      0.769698143     l, k, lat, lon, s
          23          17  -31.8129997      -71.3909988      0.588592350     l, k, lat, lon, s
          23          59  -31.7770004      -72.2770004      0.981739700     l, k, lat, lon, s
          25          21  -31.7740002      -71.4739990      0.948293984     l, k, lat, lon, s
          25          59  -31.7409992      -72.2750015      0.914355636     l, k, lat, lon, s
          32          40  -31.6320000      -71.8669968      0.891482890     l, k, lat, lon, s
          33          42  -31.6119995      -71.9079971      0.871724069     l, k, lat, lon, s
          44          35  -31.4200001      -71.7500000      0.899685204     l, k, lat, lon, s
          45          62  -31.3780003      -72.3160019      0.808982372     l, k, lat, lon, s
          60          66  -31.1040001      -72.3830032      0.846018553     l, k, lat, lon, s
          63          15  -31.0939999      -71.3130035      0.609426022     l, k, lat, lon, s
          83          43  -30.7099991      -71.8779984      0.922105193     l, k, lat, lon, s
         106          59  -30.2819996      -72.1880035      0.831990838     l, k, lat, lon, s
         108           4  -30.2910004      -71.0439987      0.809839666     l, k, lat, lon, s
         108          42  -30.2609997      -71.8330002      0.917667508     l, k, lat, lon, s
         114          61  -30.1359997      -72.2210007      0.867129922     l, k, lat, lon, s
         119          16  -30.0839996      -71.2829971      0.786374688     l, k, lat, lon, s
         119          68  -30.0389996      -72.3600006      0.921606481     l, k, lat, lon, s
         120          51  -30.0370007      -72.0070038      0.642389953     l, k, lat, lon, s
