           9          17  -32.0649986      -71.4039993      0.653295755     l, k, lat, lon, s
          13          43  -31.9720001      -71.9499969      0.688941121     l, k, lat, lon, s
          16          27  -31.9309998      -71.6090012      0.785504282     l, k, lat, lon, s
          17          60  -31.8840008      -72.3050003      0.570292115     l, k, lat, lon, s
          29          68  -31.6599998      -72.4599991      0.749933779     l, k, lat, lon, s
          41          29  -31.4790001      -71.6269989      0.704927444     l, k, lat, lon, s
          50          12  -31.3299999      -71.2610016      0.707702756     l, k, lat, lon, s
          52          65  -31.2490005      -72.3710022      0.898605168     l, k, lat, lon, s
          55          64  -31.1959991      -72.3470001      0.773416579     l, k, lat, lon, s
          60          55  -31.1140003      -72.1529999      0.614901066     l, k, lat, lon, s
          66          47  -31.0130005      -71.9789963      0.864586413     l, k, lat, lon, s
          72          22  -30.9260006      -71.4509964      0.610943317     l, k, lat, lon, s
          83          16  -30.7329998      -71.3150024      0.696693838     l, k, lat, lon, s
          85          56  -30.6630001      -72.1470032       1.00000000     l, k, lat, lon, s
          90          29  -30.5960007      -71.5800018      0.805444360     l, k, lat, lon, s
          93          68  -30.5070000      -72.3889999      0.504015803     l, k, lat, lon, s
         101          48  -30.3820000      -71.9639969      0.943045437     l, k, lat, lon, s
         113          69  -30.1459999      -72.3870010      0.757600546     l, k, lat, lon, s
         114          33  -30.1599998      -71.6399994      0.635461390     l, k, lat, lon, s
         121          56  -30.0139999      -72.1100006      0.753066838     l, k, lat, lon, s
