           4          67  -32.1110001      -72.4670029      0.867204249     l, k, lat, lon, s
          14          32  -31.9629993      -71.7170029      0.887745976     l, k, lat, lon, s
          17          17  -31.9209995      -71.3970032      0.820361435     l, k, lat, lon, s
          19          34  -31.8710003      -71.7539978      0.947057366     l, k, lat, lon, s
          20          44  -31.8449993      -71.9639969      0.993534744     l, k, lat, lon, s
          29          27  -31.6970005      -71.5960007      0.867982686     l, k, lat, lon, s
          38           2  -31.5540009      -71.0619965      0.754757762     l, k, lat, lon, s
          40          34  -31.4930000      -71.7330017      0.886253536     l, k, lat, lon, s
          46          48  -31.3729992      -72.0210037      0.504180014     l, k, lat, lon, s
          46          60  -31.3619995      -72.2730026      0.653938830     l, k, lat, lon, s
          50          42  -31.3059998      -71.8909988      0.925984800     l, k, lat, lon, s
          71          60  -30.9109993      -72.2460022      0.804875016     l, k, lat, lon, s
          75          42  -30.8549995      -71.8659973      0.974633217     l, k, lat, lon, s
          87          70  -30.6130009      -72.4369965      0.878893018     l, k, lat, lon, s
          89          17  -30.6240005      -71.3310013       1.00000000     l, k, lat, lon, s
         100          15  -30.4270000      -71.2789993      0.806806028     l, k, lat, lon, s
         109          45  -30.2399998      -71.8939972      0.959776282     l, k, lat, lon, s
         113          12  -30.1949997      -71.2050018      0.564012587     l, k, lat, lon, s
         114          11  -30.1779995      -71.1839981      0.643133283     l, k, lat, lon, s
         115           2  -30.1660004      -70.9960022      0.931450367     l, k, lat, lon, s
