          17          14  -31.9239998      -71.3330002      0.885916948     l, k, lat, lon, s
          18          52  -31.8729992      -72.1350021      0.991894186     l, k, lat, lon, s
          19          15  -31.8869991      -71.3529968      0.772571266     l, k, lat, lon, s
          22          22  -31.8269997      -71.4980011      0.777467489     l, k, lat, lon, s
          28          14  -31.7250004      -71.3229980      0.803520024     l, k, lat, lon, s
          28          16  -31.7240009      -71.3659973      0.884289086     l, k, lat, lon, s
          31           7  -31.6770000      -71.1729965      0.702165306     l, k, lat, lon, s
          49          32  -31.3320007      -71.6819992      0.704278111     l, k, lat, lon, s
          50          33  -31.3139992      -71.7020035      0.652705610     l, k, lat, lon, s
          55          11  -31.2409992      -71.2360001      0.841518044     l, k, lat, lon, s
          64           5  -31.0830002      -71.1019974      0.609890819     l, k, lat, lon, s
          77          24  -30.8339996      -71.4879990      0.679973662     l, k, lat, lon, s
          84           5  -30.7229996      -71.0849991      0.672250390     l, k, lat, lon, s
          87          67  -30.6159992      -72.3740005      0.762943327     l, k, lat, lon, s
          92          10  -30.5750008      -71.1819992      0.935106456     l, k, lat, lon, s
          96          20  -30.4950008      -71.3870010      0.935445011     l, k, lat, lon, s
          98          51  -30.4330006      -72.0299988      0.817118645     l, k, lat, lon, s
         101          29  -30.3980007      -71.5690002      0.737907946     l, k, lat, lon, s
         114          58  -30.1380005      -72.1579971      0.823739171     l, k, lat, lon, s
         116          59  -30.1009998      -72.1770020      0.807131946     l, k, lat, lon, s
