           4          31  -32.1440010      -71.7050018      0.730532825     l, k, lat, lon, s
           5          17  -32.1370010      -71.4079971      0.527115881     l, k, lat, lon, s
          12          64  -31.9699993      -72.3949966      0.768809855     l, k, lat, lon, s
          21          48  -31.8230000      -72.0469971      0.800867558     l, k, lat, lon, s
          30          63  -31.6469994      -72.3539963      0.955012798     l, k, lat, lon, s
          33          24  -31.6270008      -71.5289993      0.771508396     l, k, lat, lon, s
          35          69  -31.5510006      -72.4739990      0.604456782     l, k, lat, lon, s
          44          50  -31.4069996      -72.0650024      0.806944430     l, k, lat, lon, s
          56          20  -31.2159996      -71.4240036      0.708937824     l, k, lat, lon, s
          62           3  -31.1210003      -71.0619965      0.581165552     l, k, lat, lon, s
          71          37  -30.9319992      -71.7649994      0.587791622     l, k, lat, lon, s
          78          38  -30.8050003      -71.7789993      0.822270393     l, k, lat, lon, s
          82          70  -30.7040005      -72.4430008      0.777549207     l, k, lat, lon, s
          86          44  -30.6550007      -71.8960037      0.967048109     l, k, lat, lon, s
          87          16  -30.6609993      -71.3119965      0.579776525     l, k, lat, lon, s
          88          57  -30.6079998      -72.1650009      0.713755667     l, k, lat, lon, s
          89          50  -30.5960007      -72.0179977      0.409681052     l, k, lat, lon, s
          92          46  -30.5459995      -71.9319992      0.614988804     l, k, lat, lon, s
         104          69  -30.3080006      -72.3970032      0.790101111     l, k, lat, lon, s
         120          38  -30.0480003      -71.7379990      0.778595626     l, k, lat, lon, s
