          16          58  -31.9039993      -72.2639999      0.905688167     l, k, lat, lon, s
          22          48  -31.8050003      -72.0459976      0.823353112     l, k, lat, lon, s
          32          55  -31.6180000      -72.1829987      0.840589225     l, k, lat, lon, s
          36          12  -31.5830002      -71.2740021      0.790095031     l, k, lat, lon, s
          44          29  -31.4249992      -71.6240005      0.858462214     l, k, lat, lon, s
          44          49  -31.4080009      -72.0439987       1.00000000     l, k, lat, lon, s
          47          32  -31.3680000      -71.6839981      0.824097872     l, k, lat, lon, s
          49          64  -31.3040009      -72.3539963      0.877714634     l, k, lat, lon, s
          66          71  -30.9909992      -72.4810028      0.858242095     l, k, lat, lon, s
          68          48  -30.9759998      -71.9980011      0.768447518     l, k, lat, lon, s
          75          48  -30.8500004      -71.9909973      0.722943068     l, k, lat, lon, s
          77          49  -30.8129997      -72.0100021      0.902349889     l, k, lat, lon, s
          78          39  -30.8040009      -71.8000031      0.792354465     l, k, lat, lon, s
          87          40  -30.6410007      -71.8119965      0.794031739     l, k, lat, lon, s
         102          67  -30.3460007      -72.3580017      0.789291382     l, k, lat, lon, s
         103           1  -30.3829994      -70.9860001      0.657770574     l, k, lat, lon, s
         110          42  -30.2250004      -71.8310013      0.916708469     l, k, lat, lon, s
         113          38  -30.1739998      -71.7450027      0.763910770     l, k, lat, lon, s
         116          14  -30.1389999      -71.2440033      0.802406013     l, k, lat, lon, s
         118          40  -30.0820007      -71.7809982      0.932394624     l, k, lat, lon, s
