           3          12  -32.1769981      -71.3040009      0.860521913     l, k, lat, lon, s
          10          32  -32.0349998      -71.7210007      0.658227861     l, k, lat, lon, s
          23          34  -31.7989998      -71.7500000      0.721138716     l, k, lat, lon, s
          30          37  -31.6700001      -71.8059998      0.722127676     l, k, lat, lon, s
          35          47  -31.5720005      -72.0120010      0.764384568     l, k, lat, lon, s
          49          18  -31.3439999      -71.3880005      0.716776073     l, k, lat, lon, s
          59           7  -31.1720009      -71.1490021      0.730807841     l, k, lat, lon, s
          67          63  -30.9799995      -72.3130035      0.852624059     l, k, lat, lon, s
          68          10  -31.0079994      -71.2030029      0.665857136     l, k, lat, lon, s
          68          49  -30.9750004      -72.0189972      0.755549848     l, k, lat, lon, s
          84          69  -30.6679993      -72.4189987      0.745079339     l, k, lat, lon, s
          91          59  -30.5520000      -72.2040024       1.00000000     l, k, lat, lon, s
          93          13  -30.5550003      -71.2440033      0.754931748     l, k, lat, lon, s
          95           6  -30.5240002      -71.0960007      0.797350347     l, k, lat, lon, s
          98          59  -30.4260006      -72.1959991      0.820686281     l, k, lat, lon, s
         101          20  -30.4050007      -71.3820038      0.722534895     l, k, lat, lon, s
         106           2  -30.3290005      -71.0039978      0.740111649     l, k, lat, lon, s
         106          42  -30.2970009      -71.8349991      0.673143089     l, k, lat, lon, s
         110           9  -30.2509995      -71.1460037      0.802682042     l, k, lat, lon, s
         121          54  -30.0160007      -72.0680008      0.671300173     l, k, lat, lon, s
