          13          23  -31.9880009      -71.5270004      0.748437941     l, k, lat, lon, s
          16          45  -31.9160004      -71.9889984      0.630124152     l, k, lat, lon, s
          18          30  -31.8929996      -71.6699982      0.781030715     l, k, lat, lon, s
          26          31  -31.7479992      -71.6839981      0.836112499     l, k, lat, lon, s
          27          43  -31.7189999      -71.9359970      0.812047720     l, k, lat, lon, s
          36           6  -31.5869999      -71.1480026      0.648187637     l, k, lat, lon, s
          49          58  -31.3090000      -72.2279968      0.607915282     l, k, lat, lon, s
          64          12  -31.0779991      -71.2490005      0.589992821     l, k, lat, lon, s
          66           3  -31.0489998      -71.0589981      0.888099194     l, k, lat, lon, s
          67          36  -31.0049992      -71.7480011      0.670695662     l, k, lat, lon, s
          73          22  -30.9080009      -71.4499969      0.855738699     l, k, lat, lon, s
          74          19  -30.8920002      -71.3860016      0.536626995     l, k, lat, lon, s
          74          26  -30.8869991      -71.5329971      0.822642684     l, k, lat, lon, s
          79          20  -30.8020000      -71.4029999      0.801772296     l, k, lat, lon, s
          84          65  -30.6720009      -72.3359985      0.691453993     l, k, lat, lon, s
          87          38  -30.6429996      -71.7699966      0.740811050     l, k, lat, lon, s
          94          16  -30.5340004      -71.3050003      0.773039877     l, k, lat, lon, s
         101          63  -30.3680000      -72.2760010      0.706811130     l, k, lat, lon, s
         102          21  -30.3859997      -71.4020004      0.829496443     l, k, lat, lon, s
         117          22  -30.1149998      -71.4089966      0.687433660     l, k, lat, lon, s
