           5          12  -32.1409988      -71.3020020      0.827472866     l, k, lat, lon, s
          14          47  -31.9500008      -72.0339966      0.722313941     l, k, lat, lon, s
          22          13  -31.8339996      -71.3079987       1.00000000     l, k, lat, lon, s
          28          10  -31.7280006      -71.2389984      0.998485029     l, k, lat, lon, s
          30          34  -31.6730003      -71.7429962      0.705132723     l, k, lat, lon, s
          48          48  -31.3369999      -72.0189972      0.726142287     l, k, lat, lon, s
          64          11  -31.0790005      -71.2279968      0.834532917     l, k, lat, lon, s
          71          24  -30.9430008      -71.4940033      0.845549762     l, k, lat, lon, s
          79          13  -30.8069992      -71.2559967      0.748448312     l, k, lat, lon, s
          85          62  -30.6569996      -72.2720032      0.732602119     l, k, lat, lon, s
          86          10  -30.6830006      -71.1880035      0.573279381     l, k, lat, lon, s
          86          25  -30.6709995      -71.5000000      0.777140081     l, k, lat, lon, s
          91          37  -30.5709991      -71.7450027      0.812676907     l, k, lat, lon, s
          91          64  -30.5470009      -72.3079987      0.833760738     l, k, lat, lon, s
          97          30  -30.4689999      -71.5940018      0.664960206     l, k, lat, lon, s
         101          12  -30.4109993      -71.2160034      0.625727475     l, k, lat, lon, s
         102          62  -30.3509998      -72.2539978      0.779736280     l, k, lat, lon, s
         106          42  -30.2970009      -71.8349991      0.826171696     l, k, lat, lon, s
         116          15  -30.1389999      -71.2649994      0.713026762     l, k, lat, lon, s
         120           4  -30.0750008      -71.0339966      0.709862590     l, k, lat, lon, s
