           1          38  -32.1920013      -71.8570023      0.426339269     l, k, lat, lon, s
           2          31  -32.1800003      -71.7070007      0.816377461     l, k, lat, lon, s
           2          36  -32.1759987      -71.8130035      0.645858943     l, k, lat, lon, s
           8          22  -32.0789986      -71.5110016      0.964568734     l, k, lat, lon, s
          27          26  -31.7339993      -71.5770035      0.856106400     l, k, lat, lon, s
          37          22  -31.5569992      -71.4840012      0.782395244     l, k, lat, lon, s
          44          21  -31.4319992      -71.4560013      0.831649899     l, k, lat, lon, s
          52          34  -31.2770004      -71.7210007      0.864225626     l, k, lat, lon, s
          54          32  -31.2420006      -71.6770020      0.878395498     l, k, lat, lon, s
          54          56  -31.2210007      -72.1809998      0.825875759     l, k, lat, lon, s
          65          56  -31.0230007      -72.1689987      0.815939605     l, k, lat, lon, s
          73          16  -30.9130001      -71.3239975      0.779443979     l, k, lat, lon, s
          75           4  -30.8859997      -71.0719986      0.850551784     l, k, lat, lon, s
          81          23  -30.7630005      -71.4629974      0.824826479     l, k, lat, lon, s
          82           8  -30.7570000      -71.1490021      0.997528017     l, k, lat, lon, s
          91          23  -30.5830002      -71.4540024      0.886274934     l, k, lat, lon, s
         103          43  -30.3500004      -71.8580017      0.894472539     l, k, lat, lon, s
         106          14  -30.3199997      -71.2529984      0.798670411     l, k, lat, lon, s
         116          67  -30.0939999      -72.3430023      0.782193840     l, k, lat, lon, s
         118          42  -30.0799999      -71.8229980      0.861621797     l, k, lat, lon, s
