           2          16  -32.1920013      -71.3899994      0.768927395     l, k, lat, lon, s
           4          67  -32.1110001      -72.4670029      0.772582352     l, k, lat, lon, s
           7          52  -32.0709991      -72.1470032      0.624568224     l, k, lat, lon, s
          10          67  -32.0029984      -72.4609985      0.798814178     l, k, lat, lon, s
          15          44  -31.9349995      -71.9690018       1.00000000     l, k, lat, lon, s
          17          62  -31.8820000      -72.3470001      0.813616216     l, k, lat, lon, s
          26          63  -31.7189999      -72.3580017      0.918660522     l, k, lat, lon, s
          31           6  -31.6770000      -71.1520004      0.704398811     l, k, lat, lon, s
          49          41  -31.3250008      -71.8710022      0.856681287     l, k, lat, lon, s
          51          35  -31.2940006      -71.7429962      0.807402372     l, k, lat, lon, s
          54          19  -31.2530003      -71.4049988      0.996144772     l, k, lat, lon, s
          69          38  -30.9669991      -71.7880020      0.861472011     l, k, lat, lon, s
          71          55  -30.9160004      -72.1409988      0.933893323     l, k, lat, lon, s
          82          70  -30.7040005      -72.4430008      0.914505780     l, k, lat, lon, s
          84          70  -30.6679993      -72.4400024      0.602634907     l, k, lat, lon, s
          89          61  -30.5860004      -72.2470016      0.840101123     l, k, lat, lon, s
         101          24  -30.4020004      -71.4660034      0.900174558     l, k, lat, lon, s
         102           3  -30.3999996      -71.0279999      0.967769623     l, k, lat, lon, s
         102          18  -30.3889999      -71.3399963      0.770924628     l, k, lat, lon, s
         118          31  -30.0900002      -71.5950012      0.905640900     l, k, lat, lon, s
