           2          16  -32.1920013      -71.3899994      0.954335153     l, k, lat, lon, s
           7          52  -32.0709991      -72.1470032      0.811749578     l, k, lat, lon, s
          15          44  -31.9349995      -71.9690018      0.868728578     l, k, lat, lon, s
          17          62  -31.8820000      -72.3470001      0.683717549     l, k, lat, lon, s
          44          55  -31.4020004      -72.1699982      0.842366874     l, k, lat, lon, s
          50          47  -31.3010006      -71.9960022      0.702129304     l, k, lat, lon, s
          57           6  -31.2089996      -71.1289978      0.901876688     l, k, lat, lon, s
          58          31  -31.1709995      -71.6520004      0.930752337     l, k, lat, lon, s
          64          42  -31.0540009      -71.8769989      0.977383494     l, k, lat, lon, s
          71          55  -30.9160004      -72.1409988      0.926230013     l, k, lat, lon, s
          81          49  -30.7409992      -72.0059967      0.878266633     l, k, lat, lon, s
          82          70  -30.7040005      -72.4430008      0.934897661     l, k, lat, lon, s
          89           4  -30.6340008      -71.0599976      0.777577519     l, k, lat, lon, s
          89          58  -30.5890007      -72.1849976      0.502900898     l, k, lat, lon, s
          89          61  -30.5860004      -72.2470016      0.688251257     l, k, lat, lon, s
          91          39  -30.5699997      -71.7870026      0.654218078     l, k, lat, lon, s
         101          24  -30.4020004      -71.4660034      0.821850240     l, k, lat, lon, s
         102           3  -30.3999996      -71.0279999      0.994479179     l, k, lat, lon, s
         102          13  -30.3920002      -71.2360001      0.627435625     l, k, lat, lon, s
         102          18  -30.3889999      -71.3399963      0.555209458     l, k, lat, lon, s
