           4          31  -32.1440010      -71.7050018      0.843349993     l, k, lat, lon, s
           5          17  -32.1370010      -71.4079971      0.627399564     l, k, lat, lon, s
          12          64  -31.9699993      -72.3949966      0.819126546     l, k, lat, lon, s
          21          48  -31.8230000      -72.0469971      0.867632866     l, k, lat, lon, s
          30          63  -31.6469994      -72.3539963      0.882704198     l, k, lat, lon, s
          33          24  -31.6270008      -71.5289993      0.766021788     l, k, lat, lon, s
          35          69  -31.5510006      -72.4739990      0.785225213     l, k, lat, lon, s
          44          50  -31.4069996      -72.0650024      0.906750441     l, k, lat, lon, s
          56          20  -31.2159996      -71.4240036      0.841326416     l, k, lat, lon, s
          62           3  -31.1210003      -71.0619965      0.663792849     l, k, lat, lon, s
          71          37  -30.9319992      -71.7649994      0.835753381     l, k, lat, lon, s
          78          38  -30.8050003      -71.7789993       1.00000000     l, k, lat, lon, s
          82          70  -30.7040005      -72.4430008      0.840621114     l, k, lat, lon, s
          86          44  -30.6550007      -71.8960037      0.932316601     l, k, lat, lon, s
          87          16  -30.6609993      -71.3119965      0.712744474     l, k, lat, lon, s
          88          57  -30.6079998      -72.1650009      0.688896358     l, k, lat, lon, s
          89          50  -30.5960007      -72.0179977      0.572627902     l, k, lat, lon, s
          92          46  -30.5459995      -71.9319992      0.718388021     l, k, lat, lon, s
         104          69  -30.3080006      -72.3970032      0.932214022     l, k, lat, lon, s
         120          38  -30.0480003      -71.7379990      0.899770975     l, k, lat, lon, s
