           7          71  -32.0530014      -72.5490036      0.787937820     l, k, lat, lon, s
           8           4  -32.0929985      -71.1299973      0.868802667     l, k, lat, lon, s
           8          44  -32.0610008      -71.9759979      0.683058918     l, k, lat, lon, s
          11          30  -32.0190010      -71.6770020      0.611992419     l, k, lat, lon, s
          13          27  -31.9850006      -71.6119995      0.426748693     l, k, lat, lon, s
          23          63  -31.7730007      -72.3619995      0.451094329     l, k, lat, lon, s
          25          27  -31.7689991      -71.5999985      0.732685089     l, k, lat, lon, s
          30          58  -31.6520004      -72.2480011      0.302285671     l, k, lat, lon, s
          31          59  -31.6329994      -72.2679977      0.320653319     l, k, lat, lon, s
          45          37  -31.3999996      -71.7910004      0.669003308     l, k, lat, lon, s
          48           4  -31.3729992      -71.0950012      0.655858636     l, k, lat, lon, s
          49          62  -31.3059998      -72.3119965      0.987404466     l, k, lat, lon, s
          53          33  -31.2590008      -71.6989975      0.702201545     l, k, lat, lon, s
          53          58  -31.2369995      -72.2239990      0.752664864     l, k, lat, lon, s
          54          59  -31.2180004      -72.2429962      0.896856606     l, k, lat, lon, s
          55          59  -31.2000008      -72.2419968      0.924053907     l, k, lat, lon, s
          63          62  -31.0529995      -72.2959976      0.661626935     l, k, lat, lon, s
          78          53  -30.7919998      -72.0920029      0.565400839     l, k, lat, lon, s
          84          11  -30.7180004      -71.2099991      0.641632974     l, k, lat, lon, s
         110          52  -30.2159996      -72.0380020      0.658902168     l, k, lat, lon, s
