           2          62  -32.1520004      -72.3639984      0.749318302     l, k, lat, lon, s
           4          24  -32.1500015      -71.5569992      0.794808567     l, k, lat, lon, s
          25          15  -31.7789993      -71.3470001      0.763271213     l, k, lat, lon, s
          36          21  -31.5760002      -71.4629974      0.905155182     l, k, lat, lon, s
          40          12  -31.5109997      -71.2699966      0.893106639     l, k, lat, lon, s
          42          25  -31.4640007      -71.5419998      0.873881698     l, k, lat, lon, s
          47          70  -31.3339996      -72.4820023       1.00000000     l, k, lat, lon, s
          54          67  -31.2110004      -72.4110031      0.908698440     l, k, lat, lon, s
          55          56  -31.2029991      -72.1790009      0.951727688     l, k, lat, lon, s
          65           3  -31.0669994      -71.0599976      0.795149446     l, k, lat, lon, s
          74          34  -30.8799992      -71.6999969      0.837334394     l, k, lat, lon, s
          86          50  -30.6499996      -72.0210037      0.935154378     l, k, lat, lon, s
          88           8  -30.6490002      -71.1439972      0.965894043     l, k, lat, lon, s
          88          29  -30.6320000      -71.5820007      0.818913341     l, k, lat, lon, s
          96          56  -30.4640007      -72.1360016      0.763705134     l, k, lat, lon, s
         112          17  -30.2089996      -71.3099976      0.804350436     l, k, lat, lon, s
         115          16  -30.1560001      -71.2870026      0.852153361     l, k, lat, lon, s
         116          30  -30.1270008      -71.5759964      0.684827685     l, k, lat, lon, s
         117          44  -30.0970001      -71.8649979      0.840092003     l, k, lat, lon, s
         119          36  -30.0680008      -71.6979980      0.918890655     l, k, lat, lon, s
